id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_1589,119,233,105,372,422,107,215,172,97,86,125,239,213,268,122
sample_1590,127,239,101,364,426,107,210,164,109,82,127,245,213,272,122
sample_1591,125,245,105,372,424,101,215,159,103,80,127,239,213,261,124
sample_1592,129,239,113,372,422,107,215,172,100,86,125,242,209,268,122
sample_1593,127,233,105,364,424,104,210,164,109,82,125,245,209,266,122
sample_1594,125,236,105,368,424,107,210,168,103,80,125,236,209,268,124
sample_1595,129,239,113,370,422,101,210,168,100,78,127,239,205,261,124
sample_1596,123,236,105,372,424,104,210,168,106,86,121,233,213,268,124
sample_1597,127,236,113,372,424,107,210,168,103,86,123,236,209,268,124
sample_1598,123,233,109,372,424,104,210,164,97,82,121,236,209,268,124
sample_1599,125,239,109,372,428,104,215,168,97,80,123,239,209,261,124
sample_1600,119,242,105,372,424,107,215,164,100,86,123,239,209,268,124
sample_1601,127,242,105,362,428,101,210,164,109,82,125,233,209,272,122
sample_1602,123,239,105,372,424,107,210,168,97,86,125,239,209,268,122
sample_1603,123,236,109,372,424,98,210,172,106,84,125,233,209,268,124
sample_1604,129,236,109,372,428,101,215,172,106,78,127,239,213,261,124
sample_1605,127,236,105,372,424,104,210,172,97,86,123,239,209,268,124
sample_1606,125,239,105,368,424,104,215,168,100,78,127,239,209,261,124
sample_1607,127,242,105,372,428,107,210,164,106,82,125,242,213,268,122
sample_1608,127,245,105,372,426,104,215,164,106,82,125,245,205,268,122
sample_1609,125,239,105,368,426,104,215,168,100,80,129,239,205,261,124
sample_1610,129,245,109,364,428,101,210,159,97,82,129,236,213,272,124
sample_1611,125,245,101,364,426,110,210,164,109,80,125,239,205,270,124
sample_1612,121,236,105,361,422,110,210,176,97,84,119,245,201,272,124
sample_1613,125,239,109,370,428,104,215,168,106,82,127,239,209,262,124
sample_1614,125,236,109,372,422,101,215,159,106,78,125,239,209,262,124
sample_1615,123,239,109,368,422,101,215,172,100,80,125,239,209,261,124
sample_1616,123,239,109,372,426,104,215,168,100,78,125,239,213,261,124
sample_1617,129,242,105,372,426,110,210,164,103,82,125,239,213,270,122
sample_1618,127,239,113,372,426,101,210,168,100,78,127,239,209,261,124
sample_1619,125,239,105,372,424,101,210,164,100,80,125,233,209,262,124
sample_1620,125,239,109,370,428,104,210,168,100,80,129,239,209,261,124
sample_1621,129,242,101,368,428,110,210,164,109,82,127,245,209,262,124
sample_1622,125,239,105,370,428,107,215,172,103,78,123,239,213,261,124
sample_1623,121,239,109,370,422,98,215,168,103,82,129,239,209,262,122
sample_1624,125,239,113,372,422,104,210,172,103,80,125,242,205,262,124
sample_1625,125,236,109,366,422,101,210,172,106,82,125,236,209,268,122
sample_1626,121,239,101,372,424,107,215,168,106,86,121,239,209,270,122
sample_1627,129,239,109,368,424,104,210,164,112,82,127,233,213,262,122
sample_1628,127,245,105,372,424,101,210,172,109,82,125,245,213,272,122
sample_1629,127,245,109,362,428,104,210,164,112,82,129,245,213,272,124
sample_1630,129,233,105,372,422,101,215,168,100,80,123,233,209,262,124
sample_1631,125,245,105,364,428,98,210,168,106,80,127,242,213,268,122
sample_1632,129,233,109,372,424,107,210,164,97,82,129,236,213,272,124
sample_1633,125,245,105,366,426,98,210,164,112,82,125,245,209,268,122
sample_1634,127,242,101,368,428,104,215,172,109,80,125,242,205,272,122
sample_1635,127,233,101,372,426,104,210,168,109,82,125,236,213,272,122
sample_1636,129,242,105,362,426,110,210,164,109,80,127,245,213,262,122
sample_1637,127,242,109,370,428,107,215,164,109,82,127,245,213,272,122
sample_1638,127,242,101,364,426,107,210,159,109,82,127,239,209,262,122
sample_1639,119,233,105,372,424,101,210,159,103,86,121,239,209,268,124
sample_1640,125,245,101,364,428,110,210,164,103,82,129,239,213,272,124
sample_1641,125,239,109,370,422,101,215,172,100,78,127,236,209,264,124
sample_1642,121,233,105,361,422,110,210,176,103,84,121,245,205,270,124
sample_1643,123,236,109,372,424,107,210,168,109,86,123,239,209,268,124
sample_1644,125,239,105,370,426,98,215,168,106,82,127,239,205,262,122
sample_1645,129,233,109,372,426,101,210,164,109,80,125,245,209,270,122
sample_1646,127,236,105,364,428,101,215,159,109,80,127,236,213,266,124
sample_1647,125,239,109,372,424,107,215,176,100,80,127,239,213,264,124
sample_1648,119,233,113,372,422,104,215,168,106,80,125,242,209,268,124
sample_1649,119,236,105,372,424,98,215,159,106,86,129,236,209,268,122
sample_1650,125,236,109,370,426,101,215,168,106,78,127,239,205,261,124
sample_1651,125,245,101,372,428,104,210,164,106,82,129,233,205,272,122
sample_1652,125,245,109,362,428,110,210,164,100,82,125,242,209,272,122
sample_1653,119,236,105,372,424,98,210,172,106,86,119,236,209,270,124
sample_1654,123,233,109,372,424,104,215,164,106,82,125,242,209,268,124
sample_1655,129,245,101,372,428,104,215,172,97,82,127,242,213,272,122
sample_1656,119,242,113,372,424,104,210,168,112,84,123,236,209,268,122
sample_1657,129,239,113,368,424,107,210,164,106,86,123,239,209,268,124
sample_1658,127,233,105,362,428,107,210,164,106,82,129,245,213,270,122
sample_1659,119,236,109,361,422,110,210,176,97,82,119,242,201,270,124
sample_1660,129,245,101,368,428,107,210,164,112,82,125,242,213,272,122
sample_1661,121,239,109,370,428,101,215,172,103,78,127,239,205,264,122
sample_1662,127,239,105,372,424,104,210,172,103,84,125,233,213,268,122
sample_1663,127,245,105,362,428,107,210,159,109,82,125,245,205,272,124
sample_1664,129,242,109,364,426,107,210,159,106,82,125,245,213,272,122
sample_1665,123,242,105,372,424,107,215,172,106,86,123,233,213,268,124
sample_1666,129,242,101,364,424,98,210,164,109,82,127,242,213,272,122
sample_1667,119,236,105,372,424,104,210,172,106,84,123,236,209,268,122
sample_1668,127,245,101,368,428,104,215,164,97,80,129,239,213,272,122
sample_1669,125,233,105,372,428,104,215,168,97,82,123,239,209,264,124
sample_1670,119,233,109,361,422,110,210,176,97,84,119,242,205,270,122
sample_1671,121,236,109,366,424,107,210,164,112,86,119,236,209,268,124
sample_1672,129,242,109,368,426,104,215,164,109,82,129,239,209,264,124
sample_1673,127,245,105,372,428,110,210,168,103,82,125,245,213,266,122
sample_1674,119,233,105,362,422,110,210,172,97,84,119,245,205,270,124
sample_1675,127,236,109,372,424,107,210,172,106,86,121,239,213,268,124
sample_1676,123,236,105,372,424,101,210,172,112,86,125,236,209,268,122
sample_1677,127,245,105,364,424,101,210,164,100,80,129,242,209,268,124
sample_1678,129,242,109,372,428,110,210,164,109,80,125,242,213,262,122
sample_1679,121,236,105,372,424,107,210,172,109,86,123,239,213,268,124
sample_1680,121,239,113,370,424,104,215,168,103,78,127,233,205,262,124
sample_1681,121,236,109,372,424,107,215,172,100,86,125,233,209,268,122
sample_1682,125,233,105,368,428,107,210,164,103,82,127,239,209,261,124
sample_1683,127,242,101,372,424,107,210,164,100,82,125,233,213,270,122
sample_1684,119,236,105,372,424,107,210,172,106,82,121,236,209,266,124
sample_1685,121,233,105,361,422,110,210,176,97,84,119,245,201,270,124
sample_1686,123,239,105,372,428,104,215,168,97,80,125,239,209,261,122
sample_1687,127,239,109,370,426,104,215,168,103,80,123,239,205,261,124
sample_1688,129,242,105,370,428,104,210,164,109,82,125,245,205,272,124
sample_1689,129,242,101,364,428,104,210,164,103,84,127,239,205,268,124
sample_1690,129,239,109,372,428,98,215,172,97,78,127,239,213,262,124
sample_1691,127,245,101,368,428,107,210,164,100,82,129,242,213,272,122
sample_1692,127,236,109,366,428,104,210,164,109,82,127,242,205,268,122
sample_1693,127,242,105,362,426,104,210,168,100,82,127,245,213,270,122
sample_1694,125,236,105,372,424,101,210,159,100,86,125,239,209,268,122
sample_1695,123,239,113,366,424,107,215,164,112,84,119,233,213,268,122
sample_1696,125,233,109,372,422,104,215,172,100,82,125,236,205,262,124
sample_1697,119,233,105,362,422,110,210,176,97,84,119,245,201,270,124
sample_1698,129,239,113,370,426,104,215,164,100,78,129,239,209,262,122
sample_1699,123,233,105,368,424,107,215,164,106,84,129,239,209,268,124
sample_1700,125,245,101,364,428,107,210,164,109,82,127,245,209,272,122
sample_1701,129,239,101,364,426,107,210,159,109,82,129,245,213,272,122
sample_1702,125,242,105,372,428,101,215,168,100,82,125,239,205,261,122
sample_1703,119,233,105,361,422,110,210,172,103,84,119,245,201,270,124
sample_1704,127,242,105,372,426,104,210,164,106,82,125,239,213,268,122
sample_1705,125,239,109,372,422,107,215,164,103,80,127,239,205,261,124
sample_1706,127,245,101,372,426,104,210,164,109,82,125,242,205,270,122
sample_1707,125,242,105,370,428,107,215,168,103,80,125,242,205,261,124
sample_1708,125,239,113,372,424,104,215,164,109,82,123,236,213,270,124
sample_1709,121,239,109,372,426,107,215,168,97,78,127,239,205,262,124
sample_1710,129,239,101,372,424,107,210,172,97,86,125,233,209,268,124
sample_1711,123,239,101,372,424,110,210,172,103,86,121,233,209,268,124
sample_1712,119,236,109,372,422,98,210,172,106,84,125,233,209,268,122
sample_1713,125,239,109,372,426,104,215,172,100,78,127,239,205,262,122
sample_1714,125,239,105,370,426,101,215,172,100,78,125,239,213,262,124
sample_1715,127,239,105,372,428,101,215,172,100,78,125,239,205,262,122
sample_1716,127,239,109,372,426,104,215,159,106,82,125,239,205,261,122
sample_1717,127,245,105,368,428,104,215,168,103,78,125,239,209,262,124
sample_1718,125,239,113,370,424,101,215,168,103,80,125,239,209,262,124
sample_1719,129,236,109,372,426,104,215,159,106,82,127,239,209,264,124
sample_1720,129,245,101,362,428,101,210,159,109,82,127,242,213,262,124
sample_1721,119,233,109,361,422,110,210,176,103,84,119,245,201,270,124
sample_1722,121,233,105,362,422,110,210,176,100,84,119,245,201,272,124
sample_1723,119,242,109,366,424,104,210,172,109,86,121,236,209,268,124
sample_1724,125,242,101,370,428,107,210,164,109,82,127,245,205,272,122
sample_1725,125,236,105,372,426,107,215,172,103,80,123,233,209,264,122
sample_1726,127,245,109,370,428,107,210,164,109,82,129,242,213,270,122
sample_1727,129,239,113,366,422,101,210,168,97,84,123,242,209,268,124
sample_1728,119,236,105,370,424,104,215,172,109,84,121,236,209,268,124
sample_1729,121,233,105,361,422,107,210,176,100,84,119,245,205,270,124
sample_1730,121,239,105,370,422,101,215,164,97,80,129,236,205,262,124
sample_1731,119,233,105,361,422,110,210,172,97,84,121,242,201,270,124
sample_1732,129,245,101,366,428,107,210,168,106,82,129,236,213,266,122
sample_1733,119,236,109,372,424,101,210,159,106,82,119,233,209,268,124
sample_1734,127,239,109,370,428,104,215,172,97,80,123,239,205,262,122
sample_1735,123,239,105,372,424,107,215,172,103,82,121,233,209,268,122
sample_1736,119,233,105,362,422,110,210,172,97,84,119,245,201,270,124
sample_1737,127,245,109,372,428,98,210,164,109,82,129,245,209,264,122
sample_1738,125,236,113,372,426,104,215,164,106,78,125,239,205,261,124
sample_1739,119,236,105,361,422,110,210,176,100,84,119,245,201,270,124
sample_1740,129,245,101,372,428,110,215,159,106,82,129,242,209,272,122
sample_1741,125,236,109,362,428,107,210,172,109,82,129,245,213,272,122
sample_1742,121,236,105,372,424,101,215,164,109,82,125,236,209,268,122
sample_1743,125,239,105,370,428,101,215,172,103,78,127,242,209,261,124
sample_1744,125,236,113,370,422,101,215,168,97,82,125,233,205,262,124
sample_1745,125,239,113,372,428,98,215,159,103,80,125,239,205,262,122
sample_1746,129,233,109,364,428,101,210,164,106,82,127,233,213,272,122
sample_1747,125,239,105,372,424,104,215,172,100,78,127,239,209,261,124
sample_1748,123,239,109,372,424,104,210,164,100,86,121,242,213,268,124
sample_1749,125,236,109,370,428,101,215,168,103,80,125,239,205,262,122
sample_1750,129,245,105,366,428,104,210,168,109,82,127,242,213,272,122
sample_1751,119,236,105,361,422,110,210,176,97,84,119,242,201,270,124
sample_1752,123,239,113,372,424,104,215,168,103,82,125,233,209,261,122
sample_1753,127,239,109,372,422,101,215,168,103,80,127,239,213,262,122
sample_1754,127,233,105,364,428,104,215,164,106,80,127,242,213,270,122
sample_1755,129,239,105,370,424,101,215,172,100,82,129,239,213,261,122
sample_1756,125,239,105,372,426,104,215,176,103,78,125,245,209,261,124
sample_1757,129,245,101,368,428,104,215,164,100,82,127,233,213,266,122
sample_1758,125,239,101,364,428,101,210,164,109,82,127,245,213,264,122
sample_1759,129,236,109,370,428,101,215,172,106,78,129,239,205,262,122
sample_1760,123,239,105,368,422,104,215,168,100,78,125,239,205,261,124
sample_1761,127,239,109,372,426,101,215,168,106,78,125,233,213,262,124
sample_1762,123,236,109,366,424,104,210,168,109,82,125,233,213,268,124
sample_1763,127,242,105,372,428,107,210,164,109,84,125,242,209,270,122
sample_1764,127,245,105,366,428,107,210,164,109,80,125,245,213,272,122
sample_1765,127,242,109,368,428,104,210,164,106,82,129,233,213,272,122
sample_1766,125,245,105,364,428,104,215,164,109,80,127,245,209,268,122
sample_1767,121,239,113,368,428,101,210,168,97,78,125,239,209,264,124
sample_1768,119,233,109,372,424,107,210,172,109,86,119,236,209,268,122
sample_1769,119,239,113,372,424,104,210,172,109,86,119,239,209,266,124
sample_1770,121,242,105,372,422,98,210,172,109,86,119,239,209,268,122
sample_1771,127,239,109,372,428,104,215,159,97,78,127,236,209,262,122
sample_1772,123,239,105,372,424,107,210,164,103,84,125,236,209,268,122
sample_1773,127,242,101,368,428,107,210,172,109,82,125,233,213,264,122
sample_1774,125,236,101,362,428,107,210,164,109,80,129,245,209,272,122
sample_1775,123,236,105,372,424,104,215,172,109,84,123,236,209,268,122
sample_1776,127,242,101,364,426,101,210,164,109,82,127,242,213,266,122
sample_1777,121,245,105,372,428,98,215,172,103,80,125,239,209,262,124
sample_1778,121,242,109,372,426,101,215,164,100,80,129,239,205,261,124
sample_1779,129,236,105,366,424,107,210,159,97,86,125,233,209,268,122
sample_1780,127,239,105,368,424,104,215,168,103,82,125,239,213,261,124
sample_1781,119,239,105,370,424,101,210,164,106,86,125,236,213,268,122
sample_1782,119,239,109,372,424,98,210,164,103,86,125,239,209,268,124
sample_1783,127,239,101,370,428,101,210,164,109,84,125,233,213,262,122
sample_1784,123,239,105,370,424,107,210,172,103,86,127,233,209,268,124
sample_1785,125,242,109,372,424,110,210,159,112,86,123,233,209,266,124
sample_1786,121,233,109,372,424,110,215,176,100,82,121,236,209,266,124
sample_1787,129,239,105,372,426,104,215,168,106,82,127,245,205,261,122
sample_1788,121,239,113,370,428,101,215,159,103,78,127,239,209,261,124
sample_1789,125,239,105,370,424,101,215,168,100,78,127,239,213,262,124
sample_1790,125,242,101,364,428,98,210,164,109,82,127,245,209,272,122
sample_1791,121,236,105,372,424,101,215,172,106,86,125,236,209,268,124
sample_1792,123,239,113,368,424,104,215,168,106,82,129,239,209,262,124
sample_1793,125,239,105,370,422,104,215,164,103,82,127,236,205,264,124
sample_1794,127,245,101,364,428,98,215,159,109,82,127,233,205,266,124
sample_1795,127,245,101,372,428,104,210,164,103,82,125,245,213,266,122
sample_1796,129,245,113,368,428,101,215,159,100,78,127,239,213,264,124
sample_1797,119,236,105,372,424,98,210,172,109,86,123,236,209,268,122
sample_1798,129,239,109,372,422,104,215,172,106,80,129,233,205,264,124
sample_1799,125,239,105,372,426,98,215,176,106,80,125,239,205,261,124
sample_1800,121,236,109,366,424,107,210,164,106,84,125,236,209,266,122
sample_1801,129,245,105,364,428,107,210,168,112,82,125,236,209,262,122
sample_1802,129,233,105,372,424,107,210,176,106,86,119,242,209,268,124
sample_1803,119,239,105,370,424,107,210,172,103,82,127,233,209,270,122
sample_1804,125,242,101,364,428,104,210,164,112,82,125,236,209,268,122
sample_1805,129,245,113,370,424,104,215,168,100,78,125,242,209,261,124
sample_1806,127,239,105,372,426,107,215,164,103,80,125,233,209,261,124
sample_1807,123,236,113,372,424,104,210,168,106,84,125,239,213,268,124
sample_1808,119,236,105,372,424,107,210,172,106,86,123,236,209,270,124
sample_1809,129,239,109,372,426,101,215,168,106,78,125,239,205,261,124
sample_1810,121,239,109,368,424,101,215,168,97,78,125,239,205,261,122
sample_1811,125,239,105,372,422,104,215,172,103,78,129,239,205,261,124
sample_1812,121,239,105,372,424,107,210,159,97,86,125,236,209,266,124
sample_1813,125,245,109,372,428,107,210,164,109,82,127,233,213,262,124
sample_1814,121,233,113,372,424,104,210,164,103,86,129,233,209,266,124
sample_1815,125,233,113,370,424,104,215,164,97,78,129,242,209,262,124
sample_1816,119,233,113,372,424,98,210,164,109,86,119,233,213,268,124
sample_1817,125,233,101,364,428,107,210,164,109,82,125,245,205,270,122
sample_1818,121,236,105,368,424,101,210,159,106,86,121,239,213,268,124
sample_1819,127,242,101,364,428,98,210,164,112,80,125,245,213,268,122
sample_1820,125,239,109,370,426,101,215,168,97,78,127,239,205,261,122
sample_1821,119,233,109,361,422,110,210,176,100,84,119,245,201,272,124
sample_1822,129,245,109,372,422,104,215,168,100,80,125,239,213,261,124
sample_1823,119,239,105,372,424,101,210,172,109,86,125,236,209,268,122
sample_1824,129,239,105,370,424,98,210,176,103,86,129,239,213,268,122
sample_1825,125,242,109,370,426,101,215,168,106,78,127,239,209,261,124
sample_1826,125,236,101,372,428,104,210,164,109,82,127,242,213,266,122
sample_1827,121,236,109,372,424,98,210,164,97,84,125,239,209,268,122
sample_1828,123,236,105,372,424,107,210,176,109,86,121,239,213,268,124
sample_1829,125,239,105,372,426,101,215,172,100,78,129,236,209,262,124
sample_1830,129,242,105,368,428,107,210,164,106,82,125,242,213,268,122
sample_1831,129,245,101,368,428,110,210,164,109,80,129,233,209,270,122
sample_1832,125,239,105,364,426,98,210,164,103,82,129,245,209,266,122
sample_1833,119,233,105,361,422,110,210,176,100,82,119,242,205,270,124
sample_1834,125,239,113,372,426,107,215,168,100,82,127,239,213,261,124
sample_1835,127,239,113,372,426,101,215,164,100,80,125,245,209,261,124
sample_1836,123,239,109,370,428,101,215,176,103,80,125,239,205,262,124
sample_1837,127,233,101,370,428,110,215,164,100,84,125,242,209,264,122
sample_1838,123,236,105,372,424,104,210,172,106,82,121,239,209,268,124
sample_1839,129,239,113,372,422,104,215,168,103,78,127,239,205,262,122
sample_1840,123,239,109,372,424,101,210,168,106,78,127,242,205,261,124
sample_1841,125,233,101,366,428,107,215,164,109,82,129,245,213,272,122
sample_1842,129,233,109,372,426,101,215,172,100,78,129,239,209,262,124
sample_1843,127,236,101,372,428,104,210,164,109,82,129,245,209,262,122
sample_1844,125,236,105,372,422,107,210,164,97,86,121,233,209,268,122
sample_1845,119,236,113,372,424,107,210,172,109,82,121,236,213,268,124
sample_1846,121,233,105,361,422,110,210,176,97,84,119,245,201,270,122
sample_1847,119,233,105,372,424,98,210,164,100,82,125,236,209,268,124
sample_1848,127,239,105,370,424,98,210,172,106,86,125,236,213,268,122
sample_1849,125,242,101,362,426,104,210,164,109,82,127,242,205,272,122
sample_1850,119,236,105,366,424,107,210,176,109,82,123,242,209,268,124
sample_1851,121,242,109,372,424,101,210,168,100,78,129,239,209,261,124
sample_1852,125,236,109,370,428,98,215,164,100,78,125,245,209,261,124
sample_1853,129,239,113,372,424,101,210,172,106,86,121,236,213,268,124
sample_1854,127,242,105,364,428,101,210,172,103,80,127,245,209,272,122
sample_1855,129,242,109,372,424,107,215,164,106,82,127,239,209,272,122
sample_1856,119,239,113,372,424,104,210,159,106,82,121,242,209,268,122
sample_1857,123,239,113,372,424,107,210,164,100,80,125,233,209,268,124
sample_1858,123,239,113,372,426,101,215,164,100,82,125,236,209,261,122
sample_1859,127,236,105,364,428,104,210,164,112,80,125,245,213,268,122
sample_1860,125,245,105,370,428,107,210,164,109,82,127,236,209,272,124
sample_1861,127,236,105,366,424,107,210,172,106,82,129,239,209,272,122
sample_1862,127,245,105,366,428,104,210,168,109,82,127,236,213,272,124
sample_1863,129,233,101,364,428,98,210,168,109,84,127,245,209,268,122
sample_1864,123,239,113,372,428,98,215,159,106,78,125,239,209,261,124
sample_1865,119,233,109,362,422,110,210,176,97,82,119,245,201,270,122
sample_1866,123,242,105,372,424,104,210,172,109,80,121,239,213,268,122
sample_1867,129,233,105,372,428,101,215,168,100,78,123,233,205,262,124
sample_1868,127,236,105,368,424,107,210,172,109,86,121,239,209,268,124
sample_1869,129,242,101,372,428,104,215,164,106,82,129,245,205,268,124
sample_1870,123,239,105,372,428,104,215,168,97,80,127,233,209,261,122
sample_1871,127,239,109,370,426,98,215,164,106,78,127,239,205,264,122
sample_1872,125,242,109,372,428,104,215,172,100,82,125,236,209,264,124
sample_1873,125,239,105,370,424,104,215,159,103,78,129,239,205,264,124
sample_1874,119,233,109,372,424,104,210,172,106,84,121,242,209,266,124
sample_1875,127,233,105,366,428,104,215,164,100,82,125,233,209,268,122
sample_1876,127,239,109,372,424,107,215,164,103,86,121,239,209,268,124
sample_1877,125,233,109,372,424,110,210,172,106,86,125,239,209,268,124
sample_1878,119,236,109,372,422,104,210,172,97,86,123,236,209,268,122
sample_1879,127,233,105,364,428,107,215,164,109,84,125,245,209,268,122
sample_1880,125,239,113,370,426,104,215,164,100,80,129,239,213,262,124
sample_1881,127,242,105,364,428,101,215,164,109,82,129,242,213,268,122
sample_1882,125,236,109,372,424,104,210,176,112,84,121,239,213,270,122
sample_1883,121,236,105,372,422,107,210,168,106,86,127,239,209,268,122
sample_1884,121,236,113,372,424,98,210,172,103,82,125,239,209,268,124
sample_1885,129,239,105,368,424,101,215,168,97,78,125,239,205,261,124
sample_1886,127,233,105,372,428,104,210,164,100,82,125,233,209,272,124
sample_1887,127,239,109,370,422,104,215,176,100,80,127,239,209,261,124
sample_1888,123,236,105,372,424,101,210,172,112,86,125,236,209,266,124
sample_1889,125,239,105,370,424,101,215,168,100,80,125,236,213,264,124
sample_1890,121,239,101,366,424,104,210,172,100,82,123,236,209,268,124
sample_1891,121,242,105,372,424,104,210,172,106,86,121,236,209,268,124
sample_1892,127,233,105,370,426,104,215,168,106,82,125,233,209,262,122
sample_1893,129,233,101,362,428,107,210,172,97,82,125,233,213,272,122
sample_1894,129,245,105,364,426,107,210,164,106,84,127,236,213,268,122
sample_1895,125,239,109,372,428,101,215,168,100,78,125,239,209,262,124
sample_1896,127,239,109,370,428,107,215,168,100,78,127,239,213,261,124
sample_1897,119,233,109,372,422,110,210,164,106,86,119,233,209,266,124
sample_1898,127,242,101,364,428,104,210,164,109,82,129,245,213,270,122
sample_1899,129,236,105,372,424,104,210,168,100,78,127,239,213,261,124
sample_1900,125,239,105,370,422,101,215,172,97,78,129,239,209,264,124
sample_1901,125,236,109,372,424,98,210,172,97,86,123,236,209,268,124
sample_1902,125,236,113,372,424,104,215,164,100,80,125,239,213,261,122
sample_1903,127,245,101,366,428,104,210,168,109,82,125,239,213,272,124
sample_1904,125,236,109,372,422,101,215,168,106,78,129,239,213,261,124
sample_1905,125,242,105,368,426,98,210,159,106,80,125,242,205,272,122
sample_1906,119,233,105,361,422,110,210,172,97,84,119,245,205,270,124
sample_1907,121,239,113,372,428,101,215,164,100,80,127,239,205,261,124
sample_1908,121,233,105,361,422,110,210,176,97,84,119,242,205,270,124
sample_1909,127,233,105,368,424,98,215,172,112,84,123,236,209,268,124
sample_1910,129,245,105,366,428,107,215,168,109,80,125,245,213,264,122
sample_1911,127,233,109,372,424,107,210,164,109,84,127,245,213,270,122
sample_1912,129,245,101,364,428,104,210,164,106,82,125,236,209,272,122
sample_1913,119,242,109,372,424,107,215,159,106,82,123,236,213,268,124
sample_1914,125,239,105,372,428,104,215,168,97,80,129,239,205,261,124
sample_1915,125,239,109,372,426,101,215,172,100,80,129,245,205,261,124
sample_1916,127,245,101,364,428,110,210,164,103,82,125,242,213,272,124
sample_1917,119,233,105,361,422,110,210,176,97,82,121,245,201,270,124
sample_1918,129,242,101,364,424,104,210,172,103,84,129,245,213,272,122
sample_1919,125,239,105,370,426,101,215,168,106,80,129,233,209,261,124
sample_1920,119,239,109,368,424,107,210,159,109,82,123,236,209,268,124
sample_1921,127,245,105,372,428,101,215,159,109,82,125,242,213,266,122
sample_1922,129,245,101,364,428,101,210,164,109,82,127,245,213,266,122
sample_1923,127,245,105,370,428,101,215,168,103,80,129,233,209,262,124
sample_1924,121,239,109,372,424,98,210,172,100,82,125,236,209,268,124
sample_1925,129,245,105,372,428,107,210,164,103,82,129,242,213,264,122
sample_1926,125,245,101,364,428,104,210,164,109,80,127,239,213,272,122
sample_1927,127,245,101,364,428,107,210,164,106,80,125,242,213,270,122
sample_1928,129,239,105,372,422,104,215,168,106,80,125,239,209,264,124
sample_1929,125,239,113,372,426,101,215,168,103,80,129,236,213,264,124
sample_1930,125,239,101,372,424,107,210,168,106,86,123,236,213,268,122
sample_1931,121,239,105,370,422,101,215,168,100,78,125,239,209,262,122
sample_1932,119,233,105,361,422,107,210,176,97,84,119,245,201,272,124
sample_1933,127,233,109,372,426,104,215,164,100,78,129,239,205,262,124
sample_1934,127,245,101,364,424,104,210,164,106,82,127,239,213,272,122
sample_1935,121,239,105,368,424,104,210,164,103,84,129,236,209,268,124
sample_1936,119,239,105,372,424,104,215,164,106,86,121,239,209,270,124
sample_1937,121,239,109,368,426,104,215,164,106,78,125,233,209,262,124
sample_1938,127,233,109,368,426,101,215,168,97,80,127,233,205,262,124
sample_1939,127,239,105,366,424,104,210,172,106,86,121,239,209,268,124
sample_1940,123,236,109,372,424,107,210,172,106,86,125,239,209,266,124
sample_1941,125,236,113,372,426,107,215,168,106,78,129,236,209,261,124
sample_1942,125,233,105,372,424,101,210,159,109,82,123,233,209,268,124
sample_1943,125,239,105,370,426,101,210,168,106,80,123,239,213,261,124
sample_1944,125,239,109,370,422,101,215,172,100,80,127,233,205,261,124
sample_1945,129,239,109,366,424,107,215,159,109,86,119,233,209,266,124
sample_1946,125,242,101,372,424,107,215,164,112,82,127,242,213,266,122
sample_1947,129,239,105,372,422,101,215,172,106,80,123,239,205,262,124
sample_1948,125,233,105,366,424,98,215,172,103,86,121,236,209,268,122
sample_1949,127,239,105,372,424,104,215,172,109,80,123,236,209,268,124
sample_1950,121,239,109,372,424,107,215,172,112,86,121,233,209,268,124
sample_1951,125,239,113,372,428,104,215,168,97,80,125,239,209,262,124
sample_1952,121,236,105,372,424,104,215,164,106,80,121,236,209,268,124
sample_1953,119,242,105,372,424,104,210,164,106,86,121,236,209,266,124
sample_1954,127,242,101,364,428,101,210,164,109,82,127,239,209,272,124
sample_1955,125,236,109,370,428,101,215,172,100,78,127,239,209,261,124
sample_1956,129,236,109,372,424,107,215,172,112,84,125,239,213,268,122
sample_1957,125,239,113,370,426,104,215,172,106,80,125,239,209,261,124
sample_1958,121,233,109,361,422,107,210,176,97,84,119,245,201,270,124
sample_1959,125,242,101,364,426,107,210,164,109,82,129,245,213,266,122
sample_1960,129,236,113,370,422,104,215,164,97,82,125,239,205,262,124
sample_1961,127,239,109,370,428,107,215,168,103,78,127,239,213,261,124
sample_1962,129,233,101,366,428,107,210,164,97,80,127,245,205,272,124
sample_1963,125,245,105,372,428,98,210,172,109,82,129,242,205,272,122
sample_1964,127,239,101,364,428,107,215,172,109,80,127,245,213,270,122
sample_1965,123,236,101,372,424,98,215,172,100,86,125,239,209,268,122
sample_1966,119,239,113,372,424,107,210,159,97,86,127,239,209,268,124
sample_1967,129,245,101,372,428,104,210,159,109,82,127,236,213,268,122
sample_1968,127,236,105,372,426,110,210,168,109,82,129,245,213,272,124
sample_1969,127,245,105,372,428,107,210,168,103,82,125,245,213,268,122
sample_1970,127,242,101,372,428,101,210,164,109,82,127,245,213,268,122
sample_1971,121,233,109,361,422,110,210,176,103,84,121,245,201,270,124
sample_1972,123,236,113,372,422,107,215,164,109,86,125,236,213,268,124
sample_1973,127,239,109,372,424,107,210,164,97,84,123,239,209,268,122
sample_1974,125,239,109,372,428,98,215,172,100,80,125,239,205,261,124
