id,breed_1,breed_2,breed_3,breed_4
sample_1316,0.25,0.25,0.25,0.25
sample_1317,0.25,0.25,0.25,0.25
sample_1318,0.25,0.25,0.25,0.25
sample_1319,0.25,0.25,0.25,0.25
sample_1320,0.25,0.25,0.25,0.25
sample_1321,0.25,0.25,0.25,0.25
sample_1322,0.25,0.25,0.25,0.25
sample_1323,0.25,0.25,0.25,0.25
sample_1324,0.25,0.25,0.25,0.25
sample_1325,0.25,0.25,0.25,0.25
sample_1326,0.25,0.25,0.25,0.25
sample_1327,0.25,0.25,0.25,0.25
sample_1328,0.25,0.25,0.25,0.25
sample_1329,0.25,0.25,0.25,0.25
sample_1330,0.25,0.25,0.25,0.25
sample_1331,0.25,0.25,0.25,0.25
sample_1332,0.25,0.25,0.25,0.25
sample_1333,0.25,0.25,0.25,0.25
sample_1334,0.25,0.25,0.25,0.25
sample_1335,0.25,0.25,0.25,0.25
sample_1336,0.25,0.25,0.25,0.25
sample_1337,0.25,0.25,0.25,0.25
sample_1338,0.25,0.25,0.25,0.25
sample_1339,0.25,0.25,0.25,0.25
sample_1340,0.25,0.25,0.25,0.25
sample_1341,0.25,0.25,0.25,0.25
sample_1342,0.25,0.25,0.25,0.25
sample_1343,0.25,0.25,0.25,0.25
sample_1344,0.25,0.25,0.25,0.25
sample_1345,0.25,0.25,0.25,0.25
sample_1346,0.25,0.25,0.25,0.25
sample_1347,0.25,0.25,0.25,0.25
sample_1348,0.25,0.25,0.25,0.25
sample_1349,0.25,0.25,0.25,0.25
sample_1350,0.25,0.25,0.25,0.25
sample_1351,0.25,0.25,0.25,0.25
sample_1352,0.25,0.25,0.25,0.25
sample_1353,0.25,0.25,0.25,0.25
sample_1354,0.25,0.25,0.25,0.25
sample_1355,0.25,0.25,0.25,0.25
sample_1356,0.25,0.25,0.25,0.25
sample_1357,0.25,0.25,0.25,0.25
sample_1358,0.25,0.25,0.25,0.25
sample_1359,0.25,0.25,0.25,0.25
sample_1360,0.25,0.25,0.25,0.25
sample_1361,0.25,0.25,0.25,0.25
sample_1362,0.25,0.25,0.25,0.25
sample_1363,0.25,0.25,0.25,0.25
sample_1364,0.25,0.25,0.25,0.25
sample_1365,0.25,0.25,0.25,0.25
sample_1366,0.25,0.25,0.25,0.25
sample_1367,0.25,0.25,0.25,0.25
sample_1368,0.25,0.25,0.25,0.25
sample_1369,0.25,0.25,0.25,0.25
sample_1370,0.25,0.25,0.25,0.25
sample_1371,0.25,0.25,0.25,0.25
sample_1372,0.25,0.25,0.25,0.25
sample_1373,0.25,0.25,0.25,0.25
sample_1374,0.25,0.25,0.25,0.25
sample_1375,0.25,0.25,0.25,0.25
sample_1376,0.25,0.25,0.25,0.25
sample_1377,0.25,0.25,0.25,0.25
sample_1378,0.25,0.25,0.25,0.25
sample_1379,0.25,0.25,0.25,0.25
sample_1380,0.25,0.25,0.25,0.25
sample_1381,0.25,0.25,0.25,0.25
sample_1382,0.25,0.25,0.25,0.25
sample_1383,0.25,0.25,0.25,0.25
sample_1384,0.25,0.25,0.25,0.25
sample_1385,0.25,0.25,0.25,0.25
sample_1386,0.25,0.25,0.25,0.25
sample_1387,0.25,0.25,0.25,0.25
sample_1388,0.25,0.25,0.25,0.25
sample_1389,0.25,0.25,0.25,0.25
sample_1390,0.25,0.25,0.25,0.25
sample_1391,0.25,0.25,0.25,0.25
sample_1392,0.25,0.25,0.25,0.25
sample_1393,0.25,0.25,0.25,0.25
sample_1394,0.25,0.25,0.25,0.25
sample_1395,0.25,0.25,0.25,0.25
sample_1396,0.25,0.25,0.25,0.25
sample_1397,0.25,0.25,0.25,0.25
sample_1398,0.25,0.25,0.25,0.25
sample_1399,0.25,0.25,0.25,0.25
sample_1400,0.25,0.25,0.25,0.25
sample_1401,0.25,0.25,0.25,0.25
sample_1402,0.25,0.25,0.25,0.25
sample_1403,0.25,0.25,0.25,0.25
sample_1404,0.25,0.25,0.25,0.25
sample_1405,0.25,0.25,0.25,0.25
sample_1406,0.25,0.25,0.25,0.25
sample_1407,0.25,0.25,0.25,0.25
sample_1408,0.25,0.25,0.25,0.25
sample_1409,0.25,0.25,0.25,0.25
sample_1410,0.25,0.25,0.25,0.25
sample_1411,0.25,0.25,0.25,0.25
sample_1412,0.25,0.25,0.25,0.25
sample_1413,0.25,0.25,0.25,0.25
sample_1414,0.25,0.25,0.25,0.25
sample_1415,0.25,0.25,0.25,0.25
sample_1416,0.25,0.25,0.25,0.25
sample_1417,0.25,0.25,0.25,0.25
sample_1418,0.25,0.25,0.25,0.25
sample_1419,0.25,0.25,0.25,0.25
sample_1420,0.25,0.25,0.25,0.25
sample_1421,0.25,0.25,0.25,0.25
sample_1422,0.25,0.25,0.25,0.25
sample_1423,0.25,0.25,0.25,0.25
sample_1424,0.25,0.25,0.25,0.25
sample_1425,0.25,0.25,0.25,0.25
sample_1426,0.25,0.25,0.25,0.25
sample_1427,0.25,0.25,0.25,0.25
sample_1428,0.25,0.25,0.25,0.25
sample_1429,0.25,0.25,0.25,0.25
sample_1430,0.25,0.25,0.25,0.25
sample_1431,0.25,0.25,0.25,0.25
sample_1432,0.25,0.25,0.25,0.25
sample_1433,0.25,0.25,0.25,0.25
sample_1434,0.25,0.25,0.25,0.25
sample_1435,0.25,0.25,0.25,0.25
sample_1436,0.25,0.25,0.25,0.25
sample_1437,0.25,0.25,0.25,0.25
sample_1438,0.25,0.25,0.25,0.25
sample_1439,0.25,0.25,0.25,0.25
sample_1440,0.25,0.25,0.25,0.25
sample_1441,0.25,0.25,0.25,0.25
sample_1442,0.25,0.25,0.25,0.25
sample_1443,0.25,0.25,0.25,0.25
sample_1444,0.25,0.25,0.25,0.25
sample_1445,0.25,0.25,0.25,0.25
sample_1446,0.25,0.25,0.25,0.25
sample_1447,0.25,0.25,0.25,0.25
sample_1448,0.25,0.25,0.25,0.25
sample_1449,0.25,0.25,0.25,0.25
sample_1450,0.25,0.25,0.25,0.25
sample_1451,0.25,0.25,0.25,0.25
sample_1452,0.25,0.25,0.25,0.25
sample_1453,0.25,0.25,0.25,0.25
sample_1454,0.25,0.25,0.25,0.25
sample_1455,0.25,0.25,0.25,0.25
sample_1456,0.25,0.25,0.25,0.25
sample_1457,0.25,0.25,0.25,0.25
sample_1458,0.25,0.25,0.25,0.25
sample_1459,0.25,0.25,0.25,0.25
sample_1460,0.25,0.25,0.25,0.25
sample_1461,0.25,0.25,0.25,0.25
sample_1462,0.25,0.25,0.25,0.25
sample_1463,0.25,0.25,0.25,0.25
sample_1464,0.25,0.25,0.25,0.25
sample_1465,0.25,0.25,0.25,0.25
sample_1466,0.25,0.25,0.25,0.25
sample_1467,0.25,0.25,0.25,0.25
sample_1468,0.25,0.25,0.25,0.25
sample_1469,0.25,0.25,0.25,0.25
sample_1470,0.25,0.25,0.25,0.25
sample_1471,0.25,0.25,0.25,0.25
sample_1472,0.25,0.25,0.25,0.25
sample_1473,0.25,0.25,0.25,0.25
sample_1474,0.25,0.25,0.25,0.25
sample_1475,0.25,0.25,0.25,0.25
sample_1476,0.25,0.25,0.25,0.25
sample_1477,0.25,0.25,0.25,0.25
sample_1478,0.25,0.25,0.25,0.25
sample_1479,0.25,0.25,0.25,0.25
sample_1480,0.25,0.25,0.25,0.25
sample_1481,0.25,0.25,0.25,0.25
sample_1482,0.25,0.25,0.25,0.25
sample_1483,0.25,0.25,0.25,0.25
sample_1484,0.25,0.25,0.25,0.25
sample_1485,0.25,0.25,0.25,0.25
sample_1486,0.25,0.25,0.25,0.25
sample_1487,0.25,0.25,0.25,0.25
sample_1488,0.25,0.25,0.25,0.25
sample_1489,0.25,0.25,0.25,0.25
sample_1490,0.25,0.25,0.25,0.25
sample_1491,0.25,0.25,0.25,0.25
sample_1492,0.25,0.25,0.25,0.25
sample_1493,0.25,0.25,0.25,0.25
sample_1494,0.25,0.25,0.25,0.25
sample_1495,0.25,0.25,0.25,0.25
sample_1496,0.25,0.25,0.25,0.25
sample_1497,0.25,0.25,0.25,0.25
sample_1498,0.25,0.25,0.25,0.25
sample_1499,0.25,0.25,0.25,0.25
sample_1500,0.25,0.25,0.25,0.25
sample_1501,0.25,0.25,0.25,0.25
sample_1502,0.25,0.25,0.25,0.25
sample_1503,0.25,0.25,0.25,0.25
sample_1504,0.25,0.25,0.25,0.25
sample_1505,0.25,0.25,0.25,0.25
sample_1506,0.25,0.25,0.25,0.25
sample_1507,0.25,0.25,0.25,0.25
sample_1508,0.25,0.25,0.25,0.25
sample_1509,0.25,0.25,0.25,0.25
sample_1510,0.25,0.25,0.25,0.25
sample_1511,0.25,0.25,0.25,0.25
sample_1512,0.25,0.25,0.25,0.25
sample_1513,0.25,0.25,0.25,0.25
sample_1514,0.25,0.25,0.25,0.25
sample_1515,0.25,0.25,0.25,0.25
sample_1516,0.25,0.25,0.25,0.25
sample_1517,0.25,0.25,0.25,0.25
sample_1518,0.25,0.25,0.25,0.25
sample_1519,0.25,0.25,0.25,0.25
sample_1520,0.25,0.25,0.25,0.25
sample_1521,0.25,0.25,0.25,0.25
sample_1522,0.25,0.25,0.25,0.25
sample_1523,0.25,0.25,0.25,0.25
sample_1524,0.25,0.25,0.25,0.25
sample_1525,0.25,0.25,0.25,0.25
sample_1526,0.25,0.25,0.25,0.25
sample_1527,0.25,0.25,0.25,0.25
sample_1528,0.25,0.25,0.25,0.25
sample_1529,0.25,0.25,0.25,0.25
sample_1530,0.25,0.25,0.25,0.25
sample_1531,0.25,0.25,0.25,0.25
sample_1532,0.25,0.25,0.25,0.25
sample_1533,0.25,0.25,0.25,0.25
sample_1534,0.25,0.25,0.25,0.25
sample_1535,0.25,0.25,0.25,0.25
sample_1536,0.25,0.25,0.25,0.25
sample_1537,0.25,0.25,0.25,0.25
sample_1538,0.25,0.25,0.25,0.25
sample_1539,0.25,0.25,0.25,0.25
sample_1540,0.25,0.25,0.25,0.25
sample_1541,0.25,0.25,0.25,0.25
sample_1542,0.25,0.25,0.25,0.25
sample_1543,0.25,0.25,0.25,0.25
sample_1544,0.25,0.25,0.25,0.25
sample_1545,0.25,0.25,0.25,0.25
sample_1546,0.25,0.25,0.25,0.25
sample_1547,0.25,0.25,0.25,0.25
sample_1548,0.25,0.25,0.25,0.25
sample_1549,0.25,0.25,0.25,0.25
sample_1550,0.25,0.25,0.25,0.25
sample_1551,0.25,0.25,0.25,0.25
sample_1552,0.25,0.25,0.25,0.25
sample_1553,0.25,0.25,0.25,0.25
sample_1554,0.25,0.25,0.25,0.25
sample_1555,0.25,0.25,0.25,0.25
sample_1556,0.25,0.25,0.25,0.25
sample_1557,0.25,0.25,0.25,0.25
sample_1558,0.25,0.25,0.25,0.25
sample_1559,0.25,0.25,0.25,0.25
sample_1560,0.25,0.25,0.25,0.25
sample_1561,0.25,0.25,0.25,0.25
sample_1562,0.25,0.25,0.25,0.25
sample_1563,0.25,0.25,0.25,0.25
sample_1564,0.25,0.25,0.25,0.25
sample_1565,0.25,0.25,0.25,0.25
sample_1566,0.25,0.25,0.25,0.25
sample_1567,0.25,0.25,0.25,0.25
sample_1568,0.25,0.25,0.25,0.25
sample_1569,0.25,0.25,0.25,0.25
sample_1570,0.25,0.25,0.25,0.25
sample_1571,0.25,0.25,0.25,0.25
sample_1572,0.25,0.25,0.25,0.25
sample_1573,0.25,0.25,0.25,0.25
sample_1574,0.25,0.25,0.25,0.25
sample_1575,0.25,0.25,0.25,0.25
sample_1576,0.25,0.25,0.25,0.25
sample_1577,0.25,0.25,0.25,0.25
sample_1578,0.25,0.25,0.25,0.25
sample_1579,0.25,0.25,0.25,0.25
sample_1580,0.25,0.25,0.25,0.25
sample_1581,0.25,0.25,0.25,0.25
sample_1582,0.25,0.25,0.25,0.25
sample_1583,0.25,0.25,0.25,0.25
sample_1584,0.25,0.25,0.25,0.25
sample_1585,0.25,0.25,0.25,0.25
sample_1586,0.25,0.25,0.25,0.25
sample_1587,0.25,0.25,0.25,0.25
sample_1588,0.25,0.25,0.25,0.25
sample_1589,0.25,0.25,0.25,0.25
sample_1590,0.25,0.25,0.25,0.25
sample_1591,0.25,0.25,0.25,0.25
sample_1592,0.25,0.25,0.25,0.25
sample_1593,0.25,0.25,0.25,0.25
sample_1594,0.25,0.25,0.25,0.25
sample_1595,0.25,0.25,0.25,0.25
sample_1596,0.25,0.25,0.25,0.25
sample_1597,0.25,0.25,0.25,0.25
sample_1598,0.25,0.25,0.25,0.25
sample_1599,0.25,0.25,0.25,0.25
sample_1600,0.25,0.25,0.25,0.25
sample_1601,0.25,0.25,0.25,0.25
sample_1602,0.25,0.25,0.25,0.25
sample_1603,0.25,0.25,0.25,0.25
sample_1604,0.25,0.25,0.25,0.25
sample_1605,0.25,0.25,0.25,0.25
sample_1606,0.25,0.25,0.25,0.25
sample_1607,0.25,0.25,0.25,0.25
sample_1608,0.25,0.25,0.25,0.25
sample_1609,0.25,0.25,0.25,0.25
sample_1610,0.25,0.25,0.25,0.25
sample_1611,0.25,0.25,0.25,0.25
sample_1612,0.25,0.25,0.25,0.25
sample_1613,0.25,0.25,0.25,0.25
sample_1614,0.25,0.25,0.25,0.25
sample_1615,0.25,0.25,0.25,0.25
sample_1616,0.25,0.25,0.25,0.25
sample_1617,0.25,0.25,0.25,0.25
sample_1618,0.25,0.25,0.25,0.25
sample_1619,0.25,0.25,0.25,0.25
sample_1620,0.25,0.25,0.25,0.25
sample_1621,0.25,0.25,0.25,0.25
sample_1622,0.25,0.25,0.25,0.25
sample_1623,0.25,0.25,0.25,0.25
sample_1624,0.25,0.25,0.25,0.25
sample_1625,0.25,0.25,0.25,0.25
sample_1626,0.25,0.25,0.25,0.25
sample_1627,0.25,0.25,0.25,0.25
sample_1628,0.25,0.25,0.25,0.25
sample_1629,0.25,0.25,0.25,0.25
sample_1630,0.25,0.25,0.25,0.25
sample_1631,0.25,0.25,0.25,0.25
sample_1632,0.25,0.25,0.25,0.25
sample_1633,0.25,0.25,0.25,0.25
sample_1634,0.25,0.25,0.25,0.25
sample_1635,0.25,0.25,0.25,0.25
sample_1636,0.25,0.25,0.25,0.25
sample_1637,0.25,0.25,0.25,0.25
sample_1638,0.25,0.25,0.25,0.25
sample_1639,0.25,0.25,0.25,0.25
sample_1640,0.25,0.25,0.25,0.25
sample_1641,0.25,0.25,0.25,0.25
sample_1642,0.25,0.25,0.25,0.25
sample_1643,0.25,0.25,0.25,0.25
sample_1644,0.25,0.25,0.25,0.25
sample_1645,0.25,0.25,0.25,0.25
sample_1646,0.25,0.25,0.25,0.25
sample_1647,0.25,0.25,0.25,0.25
sample_1648,0.25,0.25,0.25,0.25
sample_1649,0.25,0.25,0.25,0.25
sample_1650,0.25,0.25,0.25,0.25
sample_1651,0.25,0.25,0.25,0.25
sample_1652,0.25,0.25,0.25,0.25
sample_1653,0.25,0.25,0.25,0.25
sample_1654,0.25,0.25,0.25,0.25
sample_1655,0.25,0.25,0.25,0.25
sample_1656,0.25,0.25,0.25,0.25
sample_1657,0.25,0.25,0.25,0.25
sample_1658,0.25,0.25,0.25,0.25
sample_1659,0.25,0.25,0.25,0.25
sample_1660,0.25,0.25,0.25,0.25
sample_1661,0.25,0.25,0.25,0.25
sample_1662,0.25,0.25,0.25,0.25
sample_1663,0.25,0.25,0.25,0.25
sample_1664,0.25,0.25,0.25,0.25
sample_1665,0.25,0.25,0.25,0.25
sample_1666,0.25,0.25,0.25,0.25
sample_1667,0.25,0.25,0.25,0.25
sample_1668,0.25,0.25,0.25,0.25
sample_1669,0.25,0.25,0.25,0.25
sample_1670,0.25,0.25,0.25,0.25
sample_1671,0.25,0.25,0.25,0.25
sample_1672,0.25,0.25,0.25,0.25
sample_1673,0.25,0.25,0.25,0.25
sample_1674,0.25,0.25,0.25,0.25
sample_1675,0.25,0.25,0.25,0.25
sample_1676,0.25,0.25,0.25,0.25
sample_1677,0.25,0.25,0.25,0.25
sample_1678,0.25,0.25,0.25,0.25
sample_1679,0.25,0.25,0.25,0.25
sample_1680,0.25,0.25,0.25,0.25
sample_1681,0.25,0.25,0.25,0.25
sample_1682,0.25,0.25,0.25,0.25
sample_1683,0.25,0.25,0.25,0.25
sample_1684,0.25,0.25,0.25,0.25
sample_1685,0.25,0.25,0.25,0.25
sample_1686,0.25,0.25,0.25,0.25
sample_1687,0.25,0.25,0.25,0.25
sample_1688,0.25,0.25,0.25,0.25
sample_1689,0.25,0.25,0.25,0.25
sample_1690,0.25,0.25,0.25,0.25
sample_1691,0.25,0.25,0.25,0.25
sample_1692,0.25,0.25,0.25,0.25
sample_1693,0.25,0.25,0.25,0.25
sample_1694,0.25,0.25,0.25,0.25
sample_1695,0.25,0.25,0.25,0.25
sample_1696,0.25,0.25,0.25,0.25
sample_1697,0.25,0.25,0.25,0.25
sample_1698,0.25,0.25,0.25,0.25
sample_1699,0.25,0.25,0.25,0.25
sample_1700,0.25,0.25,0.25,0.25
sample_1701,0.25,0.25,0.25,0.25
sample_1702,0.25,0.25,0.25,0.25
sample_1703,0.25,0.25,0.25,0.25
sample_1704,0.25,0.25,0.25,0.25
sample_1705,0.25,0.25,0.25,0.25
sample_1706,0.25,0.25,0.25,0.25
sample_1707,0.25,0.25,0.25,0.25
sample_1708,0.25,0.25,0.25,0.25
sample_1709,0.25,0.25,0.25,0.25
sample_1710,0.25,0.25,0.25,0.25
sample_1711,0.25,0.25,0.25,0.25
sample_1712,0.25,0.25,0.25,0.25
sample_1713,0.25,0.25,0.25,0.25
sample_1714,0.25,0.25,0.25,0.25
sample_1715,0.25,0.25,0.25,0.25
sample_1716,0.25,0.25,0.25,0.25
sample_1717,0.25,0.25,0.25,0.25
sample_1718,0.25,0.25,0.25,0.25
sample_1719,0.25,0.25,0.25,0.25
sample_1720,0.25,0.25,0.25,0.25
sample_1721,0.25,0.25,0.25,0.25
sample_1722,0.25,0.25,0.25,0.25
sample_1723,0.25,0.25,0.25,0.25
sample_1724,0.25,0.25,0.25,0.25
sample_1725,0.25,0.25,0.25,0.25
sample_1726,0.25,0.25,0.25,0.25
sample_1727,0.25,0.25,0.25,0.25
sample_1728,0.25,0.25,0.25,0.25
sample_1729,0.25,0.25,0.25,0.25
sample_1730,0.25,0.25,0.25,0.25
sample_1731,0.25,0.25,0.25,0.25
sample_1732,0.25,0.25,0.25,0.25
sample_1733,0.25,0.25,0.25,0.25
sample_1734,0.25,0.25,0.25,0.25
sample_1735,0.25,0.25,0.25,0.25
sample_1736,0.25,0.25,0.25,0.25
sample_1737,0.25,0.25,0.25,0.25
sample_1738,0.25,0.25,0.25,0.25
sample_1739,0.25,0.25,0.25,0.25
sample_1740,0.25,0.25,0.25,0.25
sample_1741,0.25,0.25,0.25,0.25
sample_1742,0.25,0.25,0.25,0.25
sample_1743,0.25,0.25,0.25,0.25
sample_1744,0.25,0.25,0.25,0.25
sample_1745,0.25,0.25,0.25,0.25
sample_1746,0.25,0.25,0.25,0.25
sample_1747,0.25,0.25,0.25,0.25
sample_1748,0.25,0.25,0.25,0.25
sample_1749,0.25,0.25,0.25,0.25
sample_1750,0.25,0.25,0.25,0.25
sample_1751,0.25,0.25,0.25,0.25
sample_1752,0.25,0.25,0.25,0.25
sample_1753,0.25,0.25,0.25,0.25
sample_1754,0.25,0.25,0.25,0.25
sample_1755,0.25,0.25,0.25,0.25
sample_1756,0.25,0.25,0.25,0.25
sample_1757,0.25,0.25,0.25,0.25
sample_1758,0.25,0.25,0.25,0.25
sample_1759,0.25,0.25,0.25,0.25
sample_1760,0.25,0.25,0.25,0.25
sample_1761,0.25,0.25,0.25,0.25
sample_1762,0.25,0.25,0.25,0.25
sample_1763,0.25,0.25,0.25,0.25
sample_1764,0.25,0.25,0.25,0.25
sample_1765,0.25,0.25,0.25,0.25
sample_1766,0.25,0.25,0.25,0.25
sample_1767,0.25,0.25,0.25,0.25
sample_1768,0.25,0.25,0.25,0.25
sample_1769,0.25,0.25,0.25,0.25
sample_1770,0.25,0.25,0.25,0.25
sample_1771,0.25,0.25,0.25,0.25
sample_1772,0.25,0.25,0.25,0.25
sample_1773,0.25,0.25,0.25,0.25
sample_1774,0.25,0.25,0.25,0.25
sample_1775,0.25,0.25,0.25,0.25
sample_1776,0.25,0.25,0.25,0.25
sample_1777,0.25,0.25,0.25,0.25
sample_1778,0.25,0.25,0.25,0.25
sample_1779,0.25,0.25,0.25,0.25
sample_1780,0.25,0.25,0.25,0.25
sample_1781,0.25,0.25,0.25,0.25
sample_1782,0.25,0.25,0.25,0.25
sample_1783,0.25,0.25,0.25,0.25
sample_1784,0.25,0.25,0.25,0.25
sample_1785,0.25,0.25,0.25,0.25
sample_1786,0.25,0.25,0.25,0.25
sample_1787,0.25,0.25,0.25,0.25
sample_1788,0.25,0.25,0.25,0.25
sample_1789,0.25,0.25,0.25,0.25
sample_1790,0.25,0.25,0.25,0.25
sample_1791,0.25,0.25,0.25,0.25
sample_1792,0.25,0.25,0.25,0.25
sample_1793,0.25,0.25,0.25,0.25
sample_1794,0.25,0.25,0.25,0.25
sample_1795,0.25,0.25,0.25,0.25
sample_1796,0.25,0.25,0.25,0.25
sample_1797,0.25,0.25,0.25,0.25
sample_1798,0.25,0.25,0.25,0.25
sample_1799,0.25,0.25,0.25,0.25
sample_1800,0.25,0.25,0.25,0.25
sample_1801,0.25,0.25,0.25,0.25
sample_1802,0.25,0.25,0.25,0.25
sample_1803,0.25,0.25,0.25,0.25
sample_1804,0.25,0.25,0.25,0.25
sample_1805,0.25,0.25,0.25,0.25
sample_1806,0.25,0.25,0.25,0.25
sample_1807,0.25,0.25,0.25,0.25
sample_1808,0.25,0.25,0.25,0.25
sample_1809,0.25,0.25,0.25,0.25
sample_1810,0.25,0.25,0.25,0.25
sample_1811,0.25,0.25,0.25,0.25
sample_1812,0.25,0.25,0.25,0.25
sample_1813,0.25,0.25,0.25,0.25
sample_1814,0.25,0.25,0.25,0.25
sample_1815,0.25,0.25,0.25,0.25
sample_1816,0.25,0.25,0.25,0.25
sample_1817,0.25,0.25,0.25,0.25
sample_1818,0.25,0.25,0.25,0.25
sample_1819,0.25,0.25,0.25,0.25
sample_1820,0.25,0.25,0.25,0.25
sample_1821,0.25,0.25,0.25,0.25
sample_1822,0.25,0.25,0.25,0.25
sample_1823,0.25,0.25,0.25,0.25
sample_1824,0.25,0.25,0.25,0.25
sample_1825,0.25,0.25,0.25,0.25
sample_1826,0.25,0.25,0.25,0.25
sample_1827,0.25,0.25,0.25,0.25
sample_1828,0.25,0.25,0.25,0.25
sample_1829,0.25,0.25,0.25,0.25
sample_1830,0.25,0.25,0.25,0.25
sample_1831,0.25,0.25,0.25,0.25
sample_1832,0.25,0.25,0.25,0.25
sample_1833,0.25,0.25,0.25,0.25
sample_1834,0.25,0.25,0.25,0.25
sample_1835,0.25,0.25,0.25,0.25
sample_1836,0.25,0.25,0.25,0.25
sample_1837,0.25,0.25,0.25,0.25
sample_1838,0.25,0.25,0.25,0.25
sample_1839,0.25,0.25,0.25,0.25
sample_1840,0.25,0.25,0.25,0.25
sample_1841,0.25,0.25,0.25,0.25
sample_1842,0.25,0.25,0.25,0.25
sample_1843,0.25,0.25,0.25,0.25
sample_1844,0.25,0.25,0.25,0.25
sample_1845,0.25,0.25,0.25,0.25
sample_1846,0.25,0.25,0.25,0.25
sample_1847,0.25,0.25,0.25,0.25
sample_1848,0.25,0.25,0.25,0.25
sample_1849,0.25,0.25,0.25,0.25
sample_1850,0.25,0.25,0.25,0.25
sample_1851,0.25,0.25,0.25,0.25
sample_1852,0.25,0.25,0.25,0.25
sample_1853,0.25,0.25,0.25,0.25
sample_1854,0.25,0.25,0.25,0.25
sample_1855,0.25,0.25,0.25,0.25
sample_1856,0.25,0.25,0.25,0.25
sample_1857,0.25,0.25,0.25,0.25
sample_1858,0.25,0.25,0.25,0.25
sample_1859,0.25,0.25,0.25,0.25
sample_1860,0.25,0.25,0.25,0.25
sample_1861,0.25,0.25,0.25,0.25
sample_1862,0.25,0.25,0.25,0.25
sample_1863,0.25,0.25,0.25,0.25
sample_1864,0.25,0.25,0.25,0.25
sample_1865,0.25,0.25,0.25,0.25
sample_1866,0.25,0.25,0.25,0.25
sample_1867,0.25,0.25,0.25,0.25
sample_1868,0.25,0.25,0.25,0.25
sample_1869,0.25,0.25,0.25,0.25
sample_1870,0.25,0.25,0.25,0.25
sample_1871,0.25,0.25,0.25,0.25
sample_1872,0.25,0.25,0.25,0.25
sample_1873,0.25,0.25,0.25,0.25
sample_1874,0.25,0.25,0.25,0.25
sample_1875,0.25,0.25,0.25,0.25
sample_1876,0.25,0.25,0.25,0.25
sample_1877,0.25,0.25,0.25,0.25
sample_1878,0.25,0.25,0.25,0.25
sample_1879,0.25,0.25,0.25,0.25
sample_1880,0.25,0.25,0.25,0.25
sample_1881,0.25,0.25,0.25,0.25
sample_1882,0.25,0.25,0.25,0.25
sample_1883,0.25,0.25,0.25,0.25
sample_1884,0.25,0.25,0.25,0.25
sample_1885,0.25,0.25,0.25,0.25
sample_1886,0.25,0.25,0.25,0.25
sample_1887,0.25,0.25,0.25,0.25
sample_1888,0.25,0.25,0.25,0.25
sample_1889,0.25,0.25,0.25,0.25
sample_1890,0.25,0.25,0.25,0.25
sample_1891,0.25,0.25,0.25,0.25
sample_1892,0.25,0.25,0.25,0.25
sample_1893,0.25,0.25,0.25,0.25
sample_1894,0.25,0.25,0.25,0.25
sample_1895,0.25,0.25,0.25,0.25
sample_1896,0.25,0.25,0.25,0.25
sample_1897,0.25,0.25,0.25,0.25
sample_1898,0.25,0.25,0.25,0.25
sample_1899,0.25,0.25,0.25,0.25
sample_1900,0.25,0.25,0.25,0.25
sample_1901,0.25,0.25,0.25,0.25
sample_1902,0.25,0.25,0.25,0.25
sample_1903,0.25,0.25,0.25,0.25
sample_1904,0.25,0.25,0.25,0.25
sample_1905,0.25,0.25,0.25,0.25
sample_1906,0.25,0.25,0.25,0.25
sample_1907,0.25,0.25,0.25,0.25
sample_1908,0.25,0.25,0.25,0.25
sample_1909,0.25,0.25,0.25,0.25
sample_1910,0.25,0.25,0.25,0.25
sample_1911,0.25,0.25,0.25,0.25
sample_1912,0.25,0.25,0.25,0.25
sample_1913,0.25,0.25,0.25,0.25
sample_1914,0.25,0.25,0.25,0.25
sample_1915,0.25,0.25,0.25,0.25
sample_1916,0.25,0.25,0.25,0.25
sample_1917,0.25,0.25,0.25,0.25
sample_1918,0.25,0.25,0.25,0.25
sample_1919,0.25,0.25,0.25,0.25
sample_1920,0.25,0.25,0.25,0.25
sample_1921,0.25,0.25,0.25,0.25
sample_1922,0.25,0.25,0.25,0.25
sample_1923,0.25,0.25,0.25,0.25
sample_1924,0.25,0.25,0.25,0.25
sample_1925,0.25,0.25,0.25,0.25
sample_1926,0.25,0.25,0.25,0.25
sample_1927,0.25,0.25,0.25,0.25
sample_1928,0.25,0.25,0.25,0.25
sample_1929,0.25,0.25,0.25,0.25
sample_1930,0.25,0.25,0.25,0.25
sample_1931,0.25,0.25,0.25,0.25
sample_1932,0.25,0.25,0.25,0.25
sample_1933,0.25,0.25,0.25,0.25
sample_1934,0.25,0.25,0.25,0.25
sample_1935,0.25,0.25,0.25,0.25
sample_1936,0.25,0.25,0.25,0.25
sample_1937,0.25,0.25,0.25,0.25
sample_1938,0.25,0.25,0.25,0.25
sample_1939,0.25,0.25,0.25,0.25
sample_1940,0.25,0.25,0.25,0.25
sample_1941,0.25,0.25,0.25,0.25
sample_1942,0.25,0.25,0.25,0.25
sample_1943,0.25,0.25,0.25,0.25
sample_1944,0.25,0.25,0.25,0.25
sample_1945,0.25,0.25,0.25,0.25
sample_1946,0.25,0.25,0.25,0.25
sample_1947,0.25,0.25,0.25,0.25
sample_1948,0.25,0.25,0.25,0.25
sample_1949,0.25,0.25,0.25,0.25
sample_1950,0.25,0.25,0.25,0.25
