Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
4990,85,6000,1Fam,6,5,1,0,7,1998,611,3,GasA,Y,2320,0,2006,166811.11469777
4991,,9022,1Fam,7,5,2,0,6,1925,1153,3,GasA,Y,1146,0,2006,118155.921830754
4992,,9571,TwnhsE,6,5,2,0,7,1999,1490,3,GasA,Y,1113,0,2009,183454.86659356
4993,70,4426,1Fam,6,6,1,0,5,1993,861,3,GasA,Y,767,0,2006,143118.59020468
4994,87,13500,1Fam,8,5,1,0,3,1956,1584,3,GasA,N,1856,0,2009,237842.048658964
4995,61,8402,1Fam,6,8,2,1,6,1957,880,3,GasA,Y,1040,0,2007,115131.388910255
4996,80,4928,1Fam,6,5,1,0,7,1994,1422,3,GasA,Y,1054,0,2006,202396.498527355
4997,87,11120,1Fam,7,5,1,0,7,2007,1010,3,GasA,Y,2344,0,2007,284714.971855572
4998,59,4224,Twnhs,3,5,1,1,6,1900,893,3,GasA,Y,1414,0,2008,135639.087675718
4999,54,9100,1Fam,5,3,1,0,8,2007,649,5,GasA,Y,1178,0,2009,105093.250639266
5000,64,7446,1Fam,8,6,1,1,7,1958,1595,3,GasA,Y,841,0,2008,208708.933796208
5001,82,13651,1Fam,5,7,2,0,7,1950,954,3,GasA,Y,924,0,2008,138908.689027302
5002,174,15431,1Fam,5,7,2,1,5,1983,912,3,GasA,Y,2217,0,2010,170836.126538794
5003,59,8877,Twnhs,5,5,1,1,5,2004,483,2,GasA,Y,2392,0,2008,165021.246896402
5004,21,3182,1Fam,6,8,2,0,5,2006,458,3,GasA,Y,1494,0,2008,174578.678349763
5005,63,6960,1Fam,6,5,2,0,6,1997,1489,3,GasA,Y,2646,0,2007,179606.321175308
5006,85,8521,TwnhsE,6,5,1,0,8,1977,742,3,GasA,Y,1324,0,2008,169140.772481638
5007,35,7861,2fmCon,4,6,1,1,6,1920,1277,3,GasA,Y,803,0,2009,112123.765361762
5008,,8400,TwnhsE,6,8,2,1,5,2004,1145,2,GasA,Y,1252,0,2008,163284.982992322
5009,,8730,1Fam,5,6,1,0,9,1908,729,3,GasA,N,1369,0,2009,115150.112768796
5010,84,1680,1Fam,7,6,2,1,7,1972,1684,2,GasA,Y,1262,0,2006,192536.760516423
5011,,9000,1Fam,5,5,2,0,7,1964,660,2,GasA,N,1505,0,2007,145416.409369085
5012,57,12552,1Fam,5,5,2,0,5,2010,1214,3,GasA,Y,1056,0,2007,143074.336934247
5013,40,7200,1Fam,6,5,1,0,9,1941,1860,6,GasA,Y,1950,0,2008,171170.963936439
5014,70,8172,TwnhsE,6,5,2,1,4,1993,729,3,GasA,Y,747,0,2009,108055.394429844
5015,50,8712,1Fam,6,7,2,0,8,1999,1235,3,GasA,Y,1223,0,2009,176901.867081631
5016,61,16226,1Fam,8,7,2,0,5,1958,883,3,GasA,Y,1555,0,2006,193588.880075867
5017,83,7438,1Fam,6,6,2,0,8,1952,796,3,GasA,Y,864,0,2009,119707.255242081
5018,60,11049,1Fam,8,5,2,1,7,1968,1595,4,GasA,Y,987,0,2009,189508.639860324
5019,90,12108,1Fam,7,5,1,0,8,1972,1349,3,GasA,Y,894,0,2007,164214.336406324
5020,74,10264,1Fam,4,5,2,0,4,1954,686,4,GasA,Y,1724,0,2008,104457.496083878
5021,66,12150,1Fam,4,8,1,0,8,1941,864,1,GasA,Y,1652,0,2009,169550.100465238
5022,64,10530,1Fam,6,5,2,1,8,1977,1922,2,GasA,Y,1470,0,2008,209018.804197635
5023,65,4671,1Fam,4,5,1,0,6,1949,773,3,GasA,Y,1063,0,2006,67621.9742577366
5024,88,10400,1Fam,10,5,2,0,4,1993,938,3,GasA,Y,1796,0,2009,268651.56959163
5025,65,9760,TwnhsE,9,6,1,1,11,1916,784,3,GasA,Y,1389,0,2006,229997.996831401
5026,116,6120,1Fam,4,5,1,0,6,1974,1073,2,GasA,Y,752,0,2008,111321.113688818
5027,94,7180,1Fam,5,6,1,0,6,2004,540,3,GasA,Y,1262,0,2008,128458.901760719
5028,,9084,Duplex,6,6,1,0,6,1958,870,2,GasA,N,894,0,2010,87251.1660193746
5029,109,11248,Duplex,7,7,1,1,6,1996,1080,3,GasA,Y,2126,0,2010,201882.222384271
5030,,14006,1Fam,6,7,2,0,5,1957,804,3,GasA,Y,987,0,2010,158567.205645916
5031,80,5900,1Fam,7,5,2,1,5,1988,1026,3,GasA,Y,1150,0,2008,171668.79294055
5032,134,11606,1Fam,7,5,1,0,7,1946,637,4,GasA,Y,1710,0,2006,148995.563797298
5033,,10364,1Fam,5,7,2,0,9,2008,576,2,GasA,Y,1316,0,2010,171173.93035622
5034,72,46589,1Fam,5,5,2,0,8,1936,683,3,GasA,Y,1440,0,2007,163308.762863844
5035,66,6040,1Fam,6,6,2,1,7,2007,930,3,GasA,Y,1040,0,2008,203889.519711387
5036,80,10530,1Fam,5,5,2,0,7,1941,1004,4,GasA,Y,2031,0,2009,162588.139536257
5037,85,5687,1Fam,9,5,1,0,6,1998,796,3,GasA,Y,1040,0,2010,228614.724490673
5038,80,10175,1Fam,7,5,1,0,10,1931,2046,3,GasA,Y,1163,0,2006,186147.712223778
5039,77,8248,1Fam,5,7,2,0,6,1900,1468,2,GasA,Y,2296,0,2008,171087.171873793
5040,82,3922,1Fam,6,5,2,1,8,1971,1629,3,GasA,Y,2574,0,2007,182332.425089443
5041,,8012,1Fam,9,5,1,0,5,1890,755,4,GasA,Y,1968,0,2009,209179.736705145
5042,114,11210,Duplex,9,5,1,1,6,2001,1136,3,GasA,Y,1691,0,2006,220055.867963807
5043,110,4571,1Fam,6,8,2,0,5,1954,1947,2,GasA,Y,1541,0,2006,193681.437758604
5044,,9022,1Fam,4,5,1,0,8,1992,1004,3,GasA,Y,1473,0,2008,112421.225849071
5045,80,7150,TwnhsE,6,7,2,0,7,2008,806,3,GasA,Y,1484,0,2007,165497.518612609
5046,47,8633,1Fam,7,5,2,0,7,1926,912,3,GasA,Y,2448,0,2006,197868.094193598
5047,82,4224,1Fam,7,5,1,0,7,1940,1720,1,GasA,Y,1786,0,2010,186256.368461138
5048,24,7590,1Fam,5,5,1,0,3,1920,672,3,GasA,Y,2504,0,2008,158123.159298754
5049,77,13072,1Fam,6,5,2,0,7,1997,864,3,GasA,Y,1225,0,2009,168835.981612937
5050,60,11310,1Fam,8,7,2,1,6,1993,1128,3,GasA,Y,918,0,2008,212274.176809644
5051,,39104,1Fam,6,5,1,1,5,1978,1264,2,GasA,Y,789,0,2006,103147.24170155
5052,74,2572,1Fam,5,6,1,1,5,1993,483,3,GasA,Y,1764,0,2008,138482.094794917
5053,60,7018,1Fam,6,5,1,0,6,1921,1584,2,GasA,Y,2046,0,2007,141991.426913805
5054,70,10237,Duplex,5,5,2,0,6,1970,715,5,GasA,Y,1786,0,2009,125618.862414622
5055,35,8640,Twnhs,7,3,2,0,6,1936,1362,4,GasA,Y,1234,0,2007,115466.74479607
5056,80,12376,1Fam,5,5,2,0,6,1936,1643,2,GasA,N,1992,0,2006,236631.483779632
5057,76,6762,1Fam,7,5,1,1,9,2007,735,5,GasA,Y,1802,0,2007,194602.292666272
5058,70,8777,1Fam,6,6,2,0,8,2001,1626,3,GasA,Y,1761,0,2010,226177.5643835
5059,85,13360,1Fam,8,6,3,0,6,1920,855,2,GasA,Y,2643,0,2008,292660.152447426
5060,41,9236,1Fam,7,6,2,0,6,2004,1272,3,GasA,Y,886,0,2006,186002.107571617
5061,,11645,1Fam,7,5,1,0,6,1996,861,3,GasA,Y,864,0,2010,120548.974962927
5062,60,8320,1Fam,8,5,2,1,5,1979,907,3,GasA,Y,789,0,2008,138345.540150655
5063,105,9549,1Fam,6,5,2,0,7,1925,644,3,GasA,Y,864,0,2007,92676.6804362119
5064,63,11600,1Fam,5,5,2,0,6,1962,1473,3,GasA,Y,1661,0,2009,156455.841420881
5065,68,1890,1Fam,9,6,1,0,4,2003,816,2,GasA,Y,2110,0,2006,287103.468014144
5066,75,8924,1Fam,6,6,2,1,8,1976,650,4,GasA,Y,882,0,2008,121122.417736005
5067,83,9672,2fmCon,6,5,2,1,6,1946,1604,3,GasA,Y,1709,0,2010,136947.415217073
5068,44,12342,1Fam,7,9,1,0,8,1978,1086,4,GasA,Y,1137,0,2006,173790.31891723
5069,80,8899,1Fam,7,5,2,0,6,1923,1616,4,GasA,N,1230,0,2010,132887.304240475
5070,68,17120,1Fam,5,5,2,0,6,1966,0,3,GasA,Y,1183,0,2009,130163.968828876
5071,90,6120,Duplex,5,3,2,1,10,2005,728,2,GasA,Y,1856,0,2009,152326.629364732
5072,,4500,1Fam,6,6,2,1,5,1962,731,3,GasA,Y,3279,0,2007,202437.209831899
5073,90,7388,1Fam,5,8,2,0,5,1959,684,4,GasA,Y,1158,0,2008,150210.35630895
5074,86,7018,1Fam,5,7,2,1,7,1967,1922,3,GasA,Y,1350,0,2009,148823.054899344
5075,41,6993,1Fam,7,5,2,1,7,1998,952,3,GasA,Y,1456,0,2006,199984.990801965
5076,67,5306,Duplex,7,8,2,1,3,1959,1304,3,GasA,Y,1968,0,2006,203231.292374897
5077,60,5790,1Fam,8,5,2,0,8,2003,1200,3,GasA,Y,1851,0,2007,238591.2703756
5078,21,7596,1Fam,8,5,2,0,8,1976,729,3,GasA,Y,1370,0,2007,129264.344499436
5079,72,10150,1Fam,6,6,2,0,5,1971,924,3,GasA,N,1352,0,2009,156444.697753413
5080,80,8125,1Fam,6,6,1,1,4,1928,1026,2,GasA,Y,1851,0,2007,127168.305857389
5081,36,2572,1Fam,8,5,2,0,5,1915,1425,3,GasA,Y,1296,0,2008,220619.868664154
5082,86,3230,1Fam,5,7,1,1,6,2006,264,3,GasA,Y,1458,0,2009,152380.794508156
5083,80,10000,TwnhsE,6,5,2,0,6,1978,728,3,GasA,Y,1328,0,2009,131806.605715645
5084,,11616,TwnhsE,4,5,2,0,5,2007,672,3,GasA,Y,1982,0,2007,178771.962405056
5085,,8760,1Fam,5,5,2,0,6,1958,1496,3,GasA,Y,1314,0,2006,189296.299165569
5086,110,12665,1Fam,6,6,2,0,6,1998,1057,2,GasA,Y,987,0,2007,184216.112342133
5087,100,10400,1Fam,4,7,1,1,11,1953,1262,3,GasA,Y,1560,0,2007,152581.059421146
5088,,3196,1Fam,5,5,2,1,6,1993,1097,3,GasA,Y,1639,0,2009,156126.540630318
5089,21,13159,1Fam,7,5,1,1,4,1920,768,3,GasA,Y,1235,0,2008,136445.166637438
5090,105,9750,1Fam,7,5,1,0,6,1997,683,2,GasA,Y,899,0,2007,142127.361635463
5091,60,12394,TwnhsE,7,6,2,0,4,2007,1623,4,GasA,Y,1756,0,2010,278032.17393694
5092,70,25286,1Fam,7,5,2,0,5,2003,858,3,GasA,Y,1365,0,2009,196332.642688246
5093,85,16321,1Fam,5,4,1,1,6,1915,928,4,GasA,Y,2380,0,2006,142412.095213138
5094,,15865,2fmCon,8,5,3,0,8,1988,686,4,GasA,Y,848,0,2006,143574.880937239
5095,59,8520,1Fam,4,5,2,1,6,1910,1063,1,GasA,Y,2054,0,2006,157787.858799341
5096,79,3378,1Fam,5,5,2,0,5,1975,1494,4,GasA,Y,1144,0,2009,138627.100781317
5097,,10084,1Fam,4,7,2,1,7,1920,1114,3,GasA,Y,816,0,2006,150182.614976923
5098,95,4388,TwnhsE,5,5,2,0,7,1978,1120,3,GasA,Y,1200,0,2007,171034.558683476
5099,45,7844,1Fam,7,5,2,0,9,1950,2330,3,GasA,Y,1888,0,2008,237760.077475398
5100,82,10628,1Fam,6,6,2,0,6,2003,1158,2,GasA,Y,981,0,2009,141894.762938962
5101,50,10728,1Fam,6,5,2,0,5,1959,1026,3,GasW,Y,1396,0,2007,141088.620286499
5102,98,8816,1Fam,5,5,2,1,7,1957,1602,3,GasA,Y,1052,0,2007,142396.321051654
5103,81,4608,1Fam,7,5,1,1,6,2007,864,2,GasA,Y,1458,0,2009,173658.772959164
5104,50,11924,1Fam,4,1,2,0,10,2009,840,3,GasA,Y,1520,0,2007,130529.715437363
5105,90,10208,1Fam,5,5,1,1,10,1923,576,3,GasW,Y,1709,0,2006,161001.843056118
5106,63,12150,1Fam,5,5,1,1,8,1961,952,3,GasA,Y,768,0,2010,119336.396507845
5107,79,13758,1Fam,5,5,2,1,4,1958,1195,3,GasA,Y,1236,0,2008,167898.947317601
5108,80,10625,1Fam,4,5,1,1,9,1960,1056,5,GasA,Y,1446,0,2007,114341.566088233
5109,,11310,TwnhsE,8,5,2,0,6,1940,816,4,GasA,Y,1095,0,2006,171170.221612755
5110,73,11553,1Fam,7,9,2,1,8,1936,1844,2,GasA,Y,1040,0,2009,161977.537638722
5111,65,16635,1Fam,6,5,2,0,6,1967,1566,3,GasA,Y,816,0,2007,124018.238354532
5112,,12342,Duplex,7,5,1,1,7,2001,1114,3,GasA,Y,2256,0,2009,177726.584640022
5113,80,7851,1Fam,6,5,2,1,9,2006,1266,4,GasA,Y,1680,0,2008,187478.265561413
5114,,7560,1Fam,5,5,1,0,7,1989,1752,4,GasA,Y,2794,0,2010,206513.467078816
5115,75,8600,1Fam,6,6,2,0,9,1958,918,2,GasA,Y,2062,0,2008,184572.76754698
5116,60,7313,1Fam,6,5,2,1,7,2006,1092,3,GasA,Y,2082,0,2006,188749.344616125
5117,70,3196,1Fam,6,5,1,0,6,1910,848,2,GasA,Y,1961,0,2010,131195.663283871
5118,,11040,1Fam,5,5,2,0,9,1954,384,2,GasA,Y,1152,0,2007,96109.6998384463
5119,70,21780,1Fam,5,6,1,1,7,1960,1140,3,GasA,Y,1652,0,2007,180404.335171621
5120,98,5684,1Fam,10,6,1,1,7,2007,483,2,GasA,Y,1368,0,2010,278796.4350146
5121,85,10240,TwnhsE,5,5,3,0,8,2000,807,3,GasA,Y,2775,0,2010,224450.679155171
5122,,9100,1Fam,7,7,2,0,7,1959,732,3,GasA,Y,1774,0,2008,171232.72490181
5123,50,4500,1Fam,8,5,2,1,6,2000,1228,3,GasA,Y,1163,0,2010,235724.378533444
5124,80,10625,1Fam,7,8,1,0,6,1936,816,3,GasA,Y,2267,0,2009,209974.124579303
5125,70,9000,1Fam,5,5,1,0,8,2000,384,3,GasA,Y,1961,0,2007,185312.366498163
5126,52,4224,1Fam,6,7,2,1,11,2004,1580,3,GasA,Y,2285,0,2006,167112.489572513
5127,65,8532,1Fam,6,7,2,0,6,1935,755,3,GasA,Y,1317,0,2006,142262.710537993
5128,73,12003,1Fam,7,5,2,1,7,1960,1494,0,GasA,Y,1196,0,2007,192853.591106102
5129,65,7200,1Fam,6,5,1,0,5,1976,1050,2,GasA,Y,747,0,2008,80160.9532280366
5130,,12099,1Fam,6,5,2,1,7,1955,910,3,GasA,Y,864,0,2008,86520.3434886954
5131,,1890,TwnhsE,7,5,1,0,8,1978,1293,3,GasA,Y,1200,0,2008,113806.948355959
5132,67,5604,1Fam,7,5,2,1,7,1950,1088,3,GasA,Y,1939,0,2009,210194.930431036
5133,75,9571,TwnhsE,6,7,2,1,6,1916,0,4,GasA,Y,1349,0,2007,133909.40850215
5134,70,9600,1Fam,8,5,1,1,7,1998,551,2,GasA,Y,1539,0,2007,186729.711257172
5135,75,11952,1Fam,6,6,1,0,12,1996,1160,3,GasA,N,2008,0,2009,217775.178007974
5136,85,9200,1Fam,7,5,1,1,5,1945,804,4,GasA,Y,1440,0,2009,189051.699464022
5137,94,9855,1Fam,7,9,2,0,7,2006,918,2,GasA,Y,1468,0,2009,190429.904233514
5138,68,46589,1Fam,5,5,2,0,7,1972,1650,2,GasA,Y,1236,0,2010,183096.672849742
5139,50,8461,2fmCon,5,5,1,1,6,1936,1626,3,GasA,Y,1386,0,2010,141759.68210425
5140,33,25000,1Fam,7,5,1,0,7,1918,848,3,GasA,Y,1108,0,2007,119595.643464974
5141,,7590,1Fam,6,7,1,0,6,1975,813,2,GasA,Y,2090,0,2006,180503.555443456
5142,43,10839,TwnhsE,5,5,2,0,7,1976,1494,3,GasA,Y,987,0,2006,149707.879666811
5143,65,7332,1Fam,8,5,1,0,9,1957,1097,3,GasA,Y,2775,0,2009,271028.60596182
5144,86,9452,1Fam,7,5,2,0,7,2009,483,4,GasA,Y,1479,0,2006,195731.992393643
5145,42,10530,1Fam,7,5,2,0,4,2001,1314,3,GasA,Y,1928,0,2007,228921.296436775
5146,65,9170,1Fam,6,8,1,0,5,2007,0,3,GasA,Y,1969,0,2010,216308.230925992
5147,79,8068,1Fam,7,9,2,0,6,1964,1302,2,GasA,Y,1472,0,2007,172062.906911577
5148,48,10084,1Fam,6,5,2,1,8,1966,910,2,GasA,Y,1718,0,2007,172283.091795921
5149,60,4130,1Fam,7,7,1,0,5,2006,1792,2,GasA,Y,1728,0,2009,260065.79883645
5150,,14115,1Fam,6,5,2,0,6,1957,1383,3,GasA,Y,848,0,2007,138641.030235824
5151,,8846,TwnhsE,4,1,2,1,5,1948,630,3,GasA,Y,3279,0,2007,148356.160011678
5152,60,6120,1Fam,4,5,2,0,6,2004,880,4,GasA,Y,1429,0,2010,132959.68379418
5153,79,9600,TwnhsE,8,5,1,0,6,1996,938,3,GasA,Y,2646,0,2007,284789.054307194
5154,98,7750,TwnhsE,7,7,1,0,9,1965,1288,3,GasA,Y,1309,0,2008,177772.822237762
5155,72,5784,1Fam,5,6,1,0,4,1970,2216,4,GasA,Y,1595,0,2008,175562.801928295
5156,44,9056,1Fam,5,5,1,1,8,1971,1362,4,GasA,Y,899,0,2007,118259.786110567
5157,36,7313,TwnhsE,8,6,2,0,8,1912,861,3,GasA,Y,1908,0,2006,257360.966913363
5158,98,8064,1Fam,5,5,1,1,8,1940,1058,2,GasA,Y,1268,0,2009,159070.604799051
5159,49,9158,1Fam,7,5,1,1,9,1925,1092,3,GasA,Y,1800,0,2008,142748.594698205
5160,,3951,1Fam,7,5,3,0,8,1998,813,4,GasA,Y,1962,0,2009,210771.528230631
5161,60,6240,1Fam,7,5,2,1,6,2007,689,2,GasA,Y,1406,0,2006,148692.118574085
5162,75,5600,1Fam,4,7,2,1,6,1952,1040,3,GasA,Y,2069,0,2007,163775.053757714
5163,61,13860,1Fam,5,8,2,0,5,2005,1494,2,GasA,Y,1297,0,2006,214682.83536303
5164,79,10762,1Fam,5,6,2,1,6,1950,1017,3,GasA,Y,2364,0,2008,172331.121058271
5165,65,4800,1Fam,7,6,3,0,7,1967,1086,5,GasA,Y,1445,0,2009,193004.582726368
5166,,11200,1Fam,6,7,1,0,7,1999,720,2,GasA,Y,1496,0,2008,176214.466362581
5167,86,7314,1Fam,7,6,1,0,5,1900,1142,2,GasA,Y,1872,0,2010,163172.490122078
5168,70,8400,TwnhsE,7,5,1,0,7,1923,742,2,GasA,Y,1430,0,2006,129306.268005942
5169,65,8973,Duplex,6,7,2,1,6,1958,836,3,Grav,Y,2630,0,2008,207915.968028463
5170,60,10900,1Fam,7,7,2,1,7,1910,1040,4,GasA,Y,1788,0,2009,178957.841480925
5171,63,16905,1Fam,7,5,1,1,7,2004,1947,3,GasA,Y,1556,0,2010,214316.600003752
5172,80,9317,1Fam,7,7,2,0,8,1954,372,0,GasA,Y,1340,0,2010,110587.67583818
5173,59,10005,1Fam,7,9,2,1,4,1959,816,2,GasA,Y,1539,0,2007,175448.005688944
5174,,7301,1Fam,5,5,1,1,6,1999,916,3,GasA,Y,894,0,2010,159978.684015057
5175,72,2001,1Fam,7,5,2,1,7,1998,864,2,GasA,Y,1236,0,2007,158206.84707875
5176,39,6993,1Fam,7,6,1,0,4,1936,1430,4,GasA,Y,1721,0,2010,172518.930545877
5177,60,10628,1Fam,4,6,1,0,5,1976,641,2,GasA,Y,987,0,2010,118427.349852976
5178,78,17423,1Fam,7,5,1,0,6,1998,697,2,GasW,Y,1911,0,2006,237430.718602488
5179,,9375,1Fam,6,5,1,1,4,2004,1413,3,GasA,Y,1768,0,2008,222884.415681567
5180,82,16226,1Fam,5,5,1,0,5,1973,848,2,GasA,Y,2263,0,2006,143980.689112069
5181,60,10800,1Fam,7,6,1,0,8,1999,1092,3,GasA,Y,882,0,2009,133038.723715736
5182,103,15611,1Fam,7,5,2,0,5,1962,1650,3,GasA,Y,1056,0,2008,223396.040537233
5183,,13286,1Fam,8,5,2,0,8,2004,1204,3,GasA,Y,2013,0,2008,275439.433656937
5184,50,9830,1Fam,5,6,2,1,8,1981,1616,3,GasA,Y,803,0,2007,134831.527267487
5185,87,9170,1Fam,6,7,2,0,6,1998,845,4,GasA,Y,1954,0,2010,213418.784529289
5186,,10440,1Fam,5,5,2,0,7,1890,945,3,GasA,Y,999,0,2006,135177.572728958
5187,,9505,1Fam,5,6,2,0,4,1949,1496,3,GasA,Y,1716,0,2008,145948.713767693
5188,,11050,Duplex,5,5,2,1,6,1962,1766,3,GasA,Y,1131,0,2010,147415.438278164
5189,21,10896,Duplex,5,6,2,0,6,1945,883,2,GasA,Y,1724,0,2009,150760.197393006
5190,60,10355,1Fam,7,7,2,1,5,2005,1064,3,GasA,Y,1234,0,2007,197635.345550525
5191,56,4438,1Fam,5,5,2,1,6,1942,672,2,GasA,Y,894,0,2008,121319.988406754
5192,92,7875,1Fam,7,3,2,1,5,1976,1056,4,GasA,Y,987,0,2008,118576.084632536
5193,70,7700,TwnhsE,6,8,1,0,7,1966,1262,3,GasA,Y,1244,0,2007,212226.987329976
5194,68,11787,1Fam,6,6,1,1,6,1955,1113,4,GasA,Y,1080,0,2008,113848.081413054
5195,,14115,1Fam,5,5,1,1,6,1982,1499,3,GasA,Y,1605,0,2006,188052.830638193
5196,73,6853,1Fam,5,5,2,0,7,1965,1728,3,GasA,Y,1680,0,2009,182677.942300564
5197,72,9991,1Fam,5,5,1,1,5,1928,761,3,GasA,Y,2121,0,2010,149619.748952147
5198,70,12704,1Fam,5,5,2,1,9,1971,319,2,GasA,Y,912,0,2006,128787.243486014
5199,60,12220,1Fam,7,5,2,0,5,1993,1391,5,GasA,Y,894,0,2009,166380.187070722
5200,,10197,1Fam,7,5,1,0,7,2002,980,2,GasA,Y,1183,0,2006,184557.091218264
5201,,6130,1Fam,7,5,1,0,6,1915,1056,3,GasA,Y,1479,0,2010,125855.412177594
5202,70,11764,1Fam,9,6,2,1,7,1994,0,3,GasA,Y,1691,0,2008,265757.977722281
5203,55,10927,1Fam,4,5,2,0,4,1995,1144,2,GasA,Y,1924,0,2009,181820.836037869
5204,70,3604,Twnhs,6,6,2,0,10,2005,928,3,GasA,Y,1414,0,2006,171716.303531559
5205,80,5105,1Fam,6,7,2,0,6,1971,1297,2,GasA,Y,1510,0,2006,153189.986329137
5206,69,11050,1Fam,4,4,1,1,6,2009,270,4,GasA,Y,816,0,2009,84090.1790983332
5207,104,115149,1Fam,7,4,2,0,5,2003,1344,2,GasA,Y,1196,0,2010,202764.678679951
5208,,8405,1Fam,7,6,2,0,8,1948,796,2,GasA,Y,988,0,2006,116115.802984762
5209,,5586,TwnhsE,9,5,1,0,6,1964,1722,2,GasA,Y,1616,0,2009,241753.348514825
5210,50,14115,1Fam,5,4,1,0,7,1958,1392,4,GasA,Y,2035,0,2008,181449.1444726
5211,21,11409,1Fam,5,6,1,1,7,1952,1215,3,GasA,Y,1953,0,2006,176853.932283646
5212,94,1300,1Fam,7,6,2,0,8,2007,756,2,GasA,Y,1100,0,2010,151942.159346244
5213,,9531,1Fam,6,5,2,0,9,1910,1029,3,GasA,N,2374,0,2009,190462.559419647
5214,75,9375,1Fam,8,7,1,0,8,1976,1190,3,GasA,Y,1684,0,2008,195505.871175167
5215,80,11952,Duplex,7,9,2,0,8,1992,1079,2,GasA,Y,1250,0,2007,241027.689420605
5216,80,6240,1Fam,5,5,1,1,5,1960,1566,4,GasA,Y,1067,0,2009,155943.013840089
5217,50,8520,1Fam,6,8,2,1,6,1948,1001,4,GasA,Y,1801,0,2006,165464.097822578
5218,,7332,1Fam,5,5,1,0,5,2009,864,3,GasA,Y,2262,0,2007,210512.044414632
5219,100,14115,1Fam,9,5,2,1,8,1977,1362,3,GasA,Y,894,0,2009,237872.296532913
5220,72,8410,1Fam,5,5,1,0,8,1940,1368,3,GasA,Y,1039,0,2010,130089.681163263
5221,,9937,1Fam,5,5,1,1,5,1971,1040,2,GasA,N,1456,0,2010,150729.969443009
5222,58,9297,1Fam,5,4,1,0,8,2009,884,2,GasA,Y,2646,0,2008,183221.938650266
5223,32,1680,1Fam,6,4,2,0,4,1998,1145,2,GasA,Y,1146,0,2009,154249.310359312
5224,63,7390,1Fam,8,5,2,0,6,1931,1010,3,GasA,Y,1301,0,2009,181902.246139233
5225,65,7200,1Fam,5,5,2,1,6,2009,1490,2,GasA,Y,1192,0,2009,239165.462562864
5226,87,10150,1Fam,6,6,2,1,8,1954,1595,3,GasA,Y,894,0,2007,146778.515572543
5227,,14536,TwnhsE,7,6,2,0,8,1914,910,2,GasA,Y,1684,0,2009,185816.610769007
5228,71,7200,1Fam,6,5,1,1,7,2007,855,3,GasA,Y,2715,0,2008,210696.926449611
5229,76,7180,Twnhs,5,5,1,1,7,1967,1127,3,GasA,N,2596,0,2009,174065.458705377
5230,52,8244,1Fam,8,7,1,0,7,1926,1188,2,GasA,N,1466,0,2008,225338.873760153
5231,65,5271,1Fam,6,5,1,1,6,2006,641,3,GasA,Y,2094,0,2007,219981.449631754
5232,79,9060,1Fam,6,5,2,0,10,1958,2223,3,GasA,Y,1686,0,2006,171637.644656146
5233,,8004,1Fam,4,5,2,0,11,1979,1017,3,GasA,Y,1040,0,2007,131665.222820627
5234,48,10728,1Fam,5,5,1,0,7,1930,1686,3,GasA,Y,2468,0,2007,198101.195043962
5235,75,45600,1Fam,5,6,1,1,9,2003,882,5,GasA,Y,1968,0,2006,210367.053351145
5236,85,24090,1Fam,7,5,1,0,7,1954,912,4,GasA,Y,1550,0,2008,215297.127756282
5237,50,10846,1Fam,5,5,2,0,7,1953,840,3,GasA,Y,1228,0,2008,162780.143878145
5238,80,6000,1Fam,6,5,2,1,7,2006,684,3,GasA,Y,1072,0,2007,150794.652956353
5239,,4923,1Fam,7,5,1,0,7,2003,1392,2,GasA,Y,980,0,2006,159657.033435868
5240,65,6324,TwnhsE,5,5,1,1,14,1890,270,3,GasA,Y,1734,0,2009,128859.165541178
5241,,12640,1Fam,7,5,1,0,4,1997,1364,3,GasA,Y,784,0,2010,140180.222932416
5242,76,15431,Duplex,6,7,2,1,6,1988,1391,2,GasA,Y,1905,0,2009,196475.669504454
5243,,10624,1Fam,5,5,1,0,8,1970,616,3,GasA,Y,2192,0,2009,131634.814416791
5244,63,11210,1Fam,8,5,2,0,9,1995,981,3,GasA,Y,1750,0,2009,163172.274592929
5245,65,25286,1Fam,7,5,2,1,5,2006,908,4,GasA,Y,2353,0,2009,202544.610924428
5246,,11900,1Fam,4,5,2,1,4,1982,1606,4,GasA,Y,1509,0,2009,165817.288497878
5247,134,7800,1Fam,7,3,2,0,6,1949,0,3,GasA,N,910,0,2009,84316.0801673601
5248,35,7945,TwnhsE,8,5,2,0,7,1999,1800,1,GasA,Y,1525,0,2007,303065.57336533
5249,50,10335,1Fam,6,6,1,1,3,1953,1856,3,GasA,Y,1638,0,2007,145590.790740162
5250,75,11249,1Fam,7,7,2,0,5,1997,1440,4,GasA,Y,1440,0,2009,223353.456727213
5251,58,9060,TwnhsE,5,5,2,1,6,1971,1482,2,GasA,Y,1905,0,2010,158309.377209958
5252,,9120,1Fam,8,7,1,0,6,1950,1226,3,GasA,Y,1888,0,2007,246312.145358479
5253,57,8712,1Fam,7,7,1,1,6,2007,848,3,GasA,Y,1512,0,2009,200986.087458638
5254,55,4224,1Fam,4,5,2,0,6,1994,1709,3,GasA,Y,968,0,2010,171140.236973943
