LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold,SalePrice
69.7719596646823,8475,0,0,1,0,0,8,5,2,0,6,1915,1234,3,1,0,0,0,0,1,2062,0,2007,239174.757908062
77,7943,1,0,0,0,0,4,5,3,1,7,2004,912,2,1,0,0,0,0,1,2082,0,2009,182736.671407118
52,13125,0,0,1,0,0,7,5,1,1,6,1963,864,3,1,0,0,0,0,1,3222,0,2006,231841.697450609
67,8640,1,0,0,0,0,7,5,1,0,6,1920,999,2,1,0,0,0,0,1,1032,0,2008,96230.9169403131
105,13710,1,0,0,0,0,5,7,2,1,4,1960,804,2,1,0,0,0,0,1,882,0,2007,158877.981242828
70,13300,1,0,0,0,0,6,5,1,0,5,2002,0,2,1,0,0,0,0,1,861,0,2006,121458.054679942
84,7060,1,0,0,0,0,4,8,2,0,6,1979,1705,3,1,0,0,0,0,1,864,0,2010,148382.390406201
65,6435,0,0,0,0,1,7,5,2,1,6,1996,1337,3,1,0,0,0,0,1,1225,0,2009,173762.991605956
73,5586,1,0,0,0,0,6,8,1,2,8,1965,768,3,1,0,0,0,0,1,1574,0,2007,122425.689602687
88,7332,1,0,0,0,0,7,5,2,0,7,2000,1188,3,1,0,0,0,0,1,2643,0,2007,232410.108439121
73,10530,1,0,0,0,0,7,5,2,1,8,1964,1070,3,1,0,0,0,0,1,1716,0,2009,227202.465980699
60,16669,1,0,0,0,0,5,5,2,0,8,1972,910,4,1,0,0,0,0,1,1786,0,2007,168838.040840924
55,6300,1,0,0,0,0,5,7,1,1,5,1935,918,2,1,0,0,0,0,1,1208,0,2009,107487.648073813
103,14006,1,0,0,0,0,5,5,2,0,6,1904,1379,3,1,0,0,0,0,1,1178,0,2007,172942.117292199
66,13418,1,0,0,0,0,6,5,2,0,5,1990,1358,2,1,0,0,0,0,1,1529,0,2009,155806.807219286
71,9375,1,0,0,0,0,2,5,2,1,7,1936,945,2,1,0,0,0,0,1,899,648,2007,108622.085455673
69.7719596646823,45600,1,0,0,0,0,7,5,2,0,5,1960,1128,6,1,0,0,0,0,1,987,0,2007,194503.714626536
70,8250,1,0,0,0,0,7,5,2,1,9,1995,1425,3,1,0,0,0,0,1,1387,0,2007,202356.26983676
69.7719596646823,8480,1,0,0,0,0,4,6,1,1,5,1956,608,3,1,0,0,0,0,1,1795,0,2010,122116.644776599
50,11184,1,0,0,0,0,5,5,1,1,6,1997,1029,4,1,0,0,0,0,1,3493,0,2007,197317.203133747
85,10000,1,0,0,0,0,6,6,1,0,7,1995,1360,3,1,0,0,0,0,1,1004,0,2010,154314.525026373
72,10791,1,0,0,0,0,6,5,1,1,10,1949,948,3,1,0,0,0,1,0,789,0,2009,127023.404396286
86,10237,1,0,0,0,0,5,5,2,1,8,1967,848,2,1,0,0,0,1,0,1208,0,2006,108673.176228187
69.7719596646823,10800,0,0,0,1,0,6,5,1,0,7,2009,1856,3,1,0,0,0,0,1,1839,0,2007,217512.468959822
60,14450,1,0,0,0,0,9,9,1,0,6,2003,1838,3,1,0,0,0,0,1,858,0,2006,324354.292756676
21,11029,1,0,0,0,0,7,7,2,0,6,1954,624,3,1,0,0,0,0,1,1561,0,2009,129683.35939595
144,50271,1,0,0,0,0,8,5,2,1,9,1958,1416,3,1,0,0,0,0,1,1511,0,2010,234902.149428517
97,10267,0,0,1,0,0,6,7,1,1,4,1958,982,3,1,0,0,0,0,1,1801,0,2006,177775.999559419
75,11694,1,0,0,0,0,8,5,1,1,8,1958,793,2,1,0,0,0,0,1,1339,0,2010,211379.500785427
50,9600,0,0,0,0,1,7,5,1,1,6,1957,1398,3,1,0,0,0,0,1,1092,0,2007,136434.605328489
82,11838,1,0,0,0,0,7,6,1,1,8,1940,742,3,1,0,0,0,0,1,1610,0,2009,148354.397980893
78,9000,1,0,0,0,0,8,9,1,0,8,1985,1008,3,1,0,0,0,0,1,1728,0,2007,222851.770966541
35,7535,1,0,0,0,0,8,5,2,0,6,1965,848,3,1,0,0,0,0,1,2022,0,2006,239988.94880668
69.7719596646823,13695,1,0,0,0,0,7,7,1,1,6,1942,384,4,1,0,0,0,0,1,1121,0,2007,102618.932098661
100,8738,1,0,0,0,0,5,5,2,0,11,2007,1258,3,1,0,0,0,0,1,987,0,2007,109199.060727652
70,8461,1,0,0,0,0,6,5,2,1,10,1984,672,3,1,0,0,0,0,1,1199,0,2007,149702.364169013
52,12886,1,0,0,0,0,6,7,2,1,7,2001,1522,2,1,0,0,0,0,1,2610,0,2008,258405.071249513
63,19296,1,0,0,0,0,7,6,2,0,8,1988,1225,3,1,0,0,0,0,1,894,0,2010,158170.337225383
65,10200,1,0,0,0,0,8,5,2,0,5,1940,1040,2,1,0,0,0,0,1,990,0,2008,167842.607052118
52,8520,1,0,0,0,0,5,7,1,1,7,1948,816,0,1,0,0,0,0,1,864,0,2008,110419.211590136
75,8750,1,0,0,0,0,8,5,2,0,6,1967,1004,3,1,0,0,0,0,1,2519,0,2009,264557.699973106
69.7719596646823,10264,0,0,0,1,0,5,5,1,0,6,1919,1566,4,1,0,0,0,0,1,987,0,2009,162080.020740163
69.7719596646823,9906,1,0,0,0,0,7,5,1,0,7,1972,954,2,0,1,0,0,0,1,2153,0,2010,175371.855996468
90,11184,1,0,0,0,0,9,5,1,0,6,2006,975,4,1,0,0,0,0,1,1262,0,2008,232138.87455583
69.7719596646823,6380,1,0,0,0,0,5,4,2,0,5,1928,728,2,1,0,0,0,0,1,1096,0,2009,117964.476492928
90,5310,0,0,0,0,1,5,6,1,0,4,2003,1304,5,1,0,0,0,1,0,864,0,2006,117246.886155033
75,4058,1,0,0,0,0,5,5,2,0,5,1925,710,3,1,0,0,0,0,1,803,0,2008,81530.0771474101
76,12665,1,0,0,0,0,10,8,2,1,4,2009,1187,3,1,0,0,0,0,1,1218,0,2009,252507.491921612
67,14175,1,0,0,0,0,6,8,2,1,6,1971,1041,2,1,0,0,0,0,1,1445,0,2008,111046.439597069
48,7590,1,0,0,0,0,5,5,1,0,7,2003,1686,4,1,0,0,0,0,1,1080,0,2009,174832.604304707
75,9600,0,1,0,0,0,6,5,2,0,7,1960,702,3,1,0,0,0,0,1,2285,0,2006,168140.852918792
69,6435,1,0,0,0,0,7,5,1,1,6,2008,855,3,1,0,0,0,0,1,2030,0,2006,174384.59511267
93,9101,1,0,0,0,0,5,5,1,1,4,1973,710,4,1,0,0,0,0,1,1040,0,2010,107264.727555156
60,16905,1,0,0,0,0,3,7,2,0,6,1978,732,3,1,0,0,0,0,1,935,0,2009,112797.260213162
88,12640,1,0,0,0,0,7,5,1,0,5,2004,0,3,1,0,0,0,0,1,1666,0,2007,195977.414871682
67,7922,1,0,0,0,0,4,7,1,0,4,1940,483,3,1,0,0,0,0,1,1063,0,2008,76828.4932925888
21,6000,1,0,0,0,0,5,5,2,0,8,1990,1056,3,1,0,0,0,0,1,2097,0,2008,154579.017522253
69.7719596646823,10400,1,0,0,0,0,4,5,3,0,5,1963,709,3,1,0,0,0,0,1,987,0,2007,99517.691739729
69.7719596646823,9900,1,0,0,0,0,6,6,1,1,5,1941,2392,3,1,0,0,0,0,1,1252,0,2010,219218.594820355
72,8400,1,0,0,0,0,8,4,2,0,8,1971,1057,3,1,0,0,0,0,1,1203,0,2009,175613.555732925
60,8172,1,0,0,0,0,7,4,1,1,8,2006,1424,2,1,0,0,0,0,1,1469,0,2009,209017.476227672
65,12384,1,0,0,0,0,7,5,1,1,6,1920,1040,3,1,0,0,0,0,1,1110,0,2007,180423.255185049
55,10800,1,0,0,0,0,8,6,2,0,10,2005,866,3,1,0,0,0,0,1,1844,0,2009,239358.906768327
80,8520,1,0,0,0,0,6,5,2,0,8,1900,683,3,1,0,0,0,0,1,1776,0,2009,170621.455125796
90,8012,1,0,0,0,0,4,5,2,0,5,1993,1065,3,1,0,0,0,0,1,1092,0,2007,127039.022247019
50,10011,1,0,0,0,0,6,5,2,1,6,1916,1734,3,1,0,0,0,0,1,1836,0,2009,149606.961291858
60,10634,1,0,0,0,0,6,3,2,0,5,1947,1144,3,1,0,0,0,0,1,1525,0,2008,125120.099110791
96,7018,0,0,0,0,1,7,5,1,0,6,1952,1053,3,1,0,0,0,0,1,1940,0,2009,221560.565701144
78,5500,1,0,0,0,0,5,6,2,0,5,1976,702,6,1,0,0,0,0,1,1092,0,2010,84256.5815536345
69,14157,1,0,0,0,0,8,5,2,0,7,2003,1431,2,1,0,0,0,0,1,904,0,2006,293021.427690411
69.7719596646823,9313,1,0,0,0,0,6,6,2,0,10,1976,616,2,1,0,0,0,0,1,1484,0,2006,171189.985880191
65,3180,0,0,0,1,0,6,8,2,1,4,1965,2109,4,1,0,0,0,0,1,1355,0,2010,141882.775225747
70,4800,1,0,0,0,0,5,5,2,1,5,1923,1582,3,1,0,0,0,0,1,1456,0,2006,153230.162767037
70,6120,1,0,0,0,0,7,4,2,0,4,1995,872,3,1,0,0,0,0,1,1057,0,2006,118545.97001282
74,13265,1,0,0,0,0,7,6,1,1,7,1992,1856,3,1,0,0,0,0,1,1471,0,2007,215501.381188184
120,9018,1,0,0,0,0,7,5,1,0,7,1974,649,2,1,0,0,0,0,1,1225,0,2008,165976.45148861
84,8400,1,0,0,0,0,6,6,2,0,4,1974,1088,4,1,0,0,0,0,1,1644,0,2006,163949.268135068
74,10800,1,0,0,0,0,5,5,2,0,5,1979,735,4,1,0,0,0,0,1,1533,0,2008,139268.31113424
59,7596,0,0,1,0,0,7,4,2,0,6,2001,864,3,1,0,0,0,0,1,2013,0,2006,190980.534285743
55,5520,1,0,0,0,0,5,5,2,0,7,1965,858,3,1,0,0,0,0,1,1682,0,2007,112795.330553218
87,9000,1,0,0,0,0,7,5,1,0,7,2004,896,2,1,0,0,0,0,1,1108,0,2010,193675.031753945
50,10207,1,0,0,0,0,5,7,1,1,6,1958,1026,1,1,0,0,0,0,1,1976,0,2009,163186.406694075
55,1300,1,0,0,0,0,5,5,1,0,6,2002,1281,1,1,0,0,0,0,1,1301,0,2006,151457.740669614
24,11717,1,0,0,0,0,5,7,2,1,12,1920,264,3,1,0,0,0,0,1,1040,0,2008,151041.17917171
21,10000,0,1,0,0,0,7,7,2,1,8,2005,1362,3,1,0,0,0,0,1,1625,0,2010,230901.318639104
76,8712,1,0,0,0,0,5,7,2,1,10,1978,1466,3,1,0,0,0,0,1,2270,0,2007,213876.099007603
75,8544,1,0,0,0,0,7,7,1,0,6,2005,1062,2,1,0,0,0,0,1,1850,0,2007,249890.286067742
70,10628,1,0,0,0,0,8,5,1,0,9,1972,710,3,1,0,0,0,0,1,1664,0,2006,153999.959378223
43,2665,1,0,0,0,0,5,7,2,1,12,1999,1160,3,1,0,0,0,0,1,1869,0,2007,166450.201633826
85,14948,1,0,0,0,0,8,9,2,0,9,1941,1234,3,1,0,0,0,0,1,864,0,2006,133849.92776009
69.7719596646823,8475,1,0,0,0,0,7,7,2,0,5,2006,1719,4,1,0,0,0,0,1,1466,0,2009,238467.606471809
69.7719596646823,15611,1,0,0,0,0,8,5,1,0,5,1949,0,3,1,0,0,0,0,1,2028,0,2010,207637.880634472
69.7719596646823,7200,1,0,0,0,0,7,6,2,1,3,2003,970,2,1,0,0,0,0,1,789,0,2009,153405.754668418
69.7719596646823,10004,1,0,0,0,0,8,5,2,0,6,1996,948,3,1,0,0,0,0,1,2069,0,2008,244168.744404333
65,8125,1,0,0,0,0,6,5,2,0,7,1988,1419,3,1,0,0,0,0,1,1664,0,2006,171208.582817313
24,10237,1,0,0,0,0,8,5,1,0,8,2004,948,3,1,0,0,0,0,1,910,0,2007,154769.357164679
78,3000,1,0,0,0,0,6,7,2,0,7,1955,1362,4,1,0,0,0,0,1,1385,0,2010,129728.959351754
60,12435,1,0,0,0,0,6,7,2,1,7,1998,1214,2,1,0,0,0,0,1,752,0,2006,169774.447587681
50,9100,1,0,0,0,0,6,5,1,0,6,1996,728,3,1,0,0,0,0,1,825,0,2010,128472.316629252
69.7719596646823,10240,1,0,0,0,0,6,5,2,1,5,1928,2042,3,1,0,0,0,0,1,1716,0,2006,149972.749982414
65,8899,1,0,0,0,0,6,5,2,0,7,2005,855,3,1,0,0,0,0,1,1164,0,2008,140963.15464772
85,2117,1,0,0,0,0,7,5,1,2,6,1962,1947,4,1,0,0,0,0,1,1774,0,2008,178732.934602397
120,13869,1,0,0,0,0,5,5,1,0,5,1930,1095,3,1,0,0,0,0,1,2668,0,2008,191885.881542752
69.7719596646823,8121,0,0,0,0,1,8,5,1,0,5,2003,683,2,1,0,0,0,0,1,864,0,2008,204322.597962852
67,8500,1,0,0,0,0,3,5,1,0,4,1964,764,4,1,0,0,0,0,1,858,0,2006,75583.260164172
69.7719596646823,8530,1,0,0,0,0,5,5,2,0,9,1961,1080,3,1,0,0,0,0,1,999,0,2007,144022.853430943
103,10552,0,1,0,0,0,5,9,2,1,10,1965,1516,3,1,0,0,0,0,1,864,0,2006,168787.617951565
47,8730,1,0,0,0,0,7,6,2,0,7,1977,2216,3,1,0,0,0,0,1,2172,0,2008,235433.381378564
105,9548,1,0,0,0,0,5,7,1,0,7,1970,3094,3,1,0,0,0,0,1,1582,0,2007,220981.606970266
60,2117,1,0,0,0,0,5,9,1,1,6,1995,992,3,1,0,0,0,0,1,1176,0,2009,150754.856052231
74,10000,1,0,0,0,0,6,5,2,0,8,2003,686,3,1,0,0,0,0,1,969,0,2009,143272.996438362
24,8121,1,0,0,0,0,8,7,2,1,8,1977,1922,2,1,0,0,0,0,1,1767,0,2007,281789.986777716
74,6000,1,0,0,0,0,6,8,1,1,7,2006,384,3,1,0,0,0,0,1,1682,0,2008,180146.345498991
58,16059,1,0,0,0,0,6,6,1,1,7,1980,996,3,1,0,0,0,0,1,1120,0,2006,165029.800885316
60,12220,1,0,0,0,0,7,7,2,0,9,2002,504,4,1,0,0,0,0,1,1473,0,2006,156479.344880584
84,10634,1,0,0,0,0,7,5,2,0,7,1994,1347,2,1,0,0,0,0,1,1489,0,2010,172005.644584168
79,8235,1,0,0,0,0,4,6,2,0,5,1992,1029,2,1,0,0,0,0,1,1456,0,2007,148013.307947949
72,6780,1,0,0,0,0,5,7,2,0,5,2002,600,2,1,0,0,0,0,1,752,0,2007,135943.393615811
60,5684,1,0,0,0,0,5,6,2,0,6,1964,1262,3,1,0,0,0,0,1,1800,0,2010,153475.13611692
69.7719596646823,10206,0,0,0,1,0,5,5,2,1,5,1978,1040,4,1,0,0,0,0,1,1208,0,2009,158448.258066655
44,45600,1,0,0,0,0,3,7,1,0,8,1940,1188,3,1,0,0,0,0,1,2612,0,2007,238712.87456639
70,11787,1,0,0,0,0,8,5,1,0,8,1946,1008,5,1,0,0,0,0,1,1422,0,2007,171755.97069711
69.7719596646823,12274,1,0,0,0,0,5,5,1,0,5,1949,864,4,1,0,0,0,0,1,1347,0,2009,150264.18505665
72,8846,0,0,0,0,1,8,5,2,0,8,1993,816,2,1,0,0,0,0,1,1950,0,2009,241175.463628816
99,7018,1,0,0,0,0,4,8,1,0,8,1965,756,3,1,0,0,0,0,1,1432,0,2007,133760.474147069
69.7719596646823,4043,0,0,0,0,1,4,7,2,0,8,1951,600,3,1,0,0,0,0,1,1535,0,2008,92714.5120348798
44,4456,1,0,0,0,0,6,5,2,0,6,1964,1484,2,1,0,0,0,0,1,1200,0,2009,181378.349776306
70,9947,1,0,0,0,0,6,5,1,0,12,1954,1417,3,1,0,0,0,0,1,816,0,2006,169929.485214907
70,6120,1,0,0,0,0,7,5,1,0,5,1925,729,2,1,0,0,0,0,1,1496,0,2009,122604.501492452
60,7175,1,0,0,0,0,5,5,2,0,7,1945,1626,5,1,0,0,0,0,1,1721,0,2006,150487.568269793
64,25419,1,0,0,0,0,7,4,1,0,7,1928,1164,3,1,0,0,0,0,1,1768,0,2010,173336.373524924
69.7719596646823,10463,1,0,0,0,0,7,6,1,0,5,2001,908,3,1,0,0,0,0,1,1394,0,2009,181377.061535859
59,9416,1,0,0,0,0,7,6,1,0,7,1999,1650,2,0,1,0,0,0,1,2158,0,2010,271962.403364098
64,12227,1,0,0,0,0,6,7,1,0,6,1996,764,2,1,0,0,0,1,0,3228,0,2006,199750.910843682
69.7719596646823,7060,1,0,0,0,0,6,5,2,1,6,1957,1210,4,1,0,0,0,0,1,1352,0,2006,152047.230366947
69.7719596646823,9320,1,0,0,0,0,8,5,2,0,9,1977,651,2,1,0,0,0,0,1,1526,0,2006,177153.747106335
51,3180,1,0,0,0,0,8,6,2,0,7,1954,783,1,1,0,0,0,0,1,1015,0,2007,164099.810030547
85,8777,0,0,0,0,1,6,5,1,0,5,1998,1260,2,1,0,0,0,0,1,1635,0,2008,190836.042911576
80,9600,1,0,0,0,0,8,7,2,0,5,1965,780,3,1,0,0,0,0,1,4676,0,2010,348506.969254159
120,11341,1,0,0,0,0,9,3,1,0,8,2009,689,2,1,0,0,0,0,1,1742,0,2009,223444.154721421
69.7719596646823,10380,0,0,0,1,0,7,5,1,1,7,1977,768,3,1,0,0,0,0,1,1200,0,2010,143830.437093082
69.7719596646823,7200,1,0,0,0,0,5,6,2,1,6,1948,956,2,1,0,0,0,0,1,1954,0,2006,204231.020811979
69.7719596646823,1680,1,0,0,0,0,6,5,1,0,6,1969,1028,4,1,0,0,0,0,1,1291,0,2006,138543.850171615
81,7134,0,0,0,0,1,7,5,1,1,6,1927,864,3,1,0,0,0,0,1,1600,0,2007,125871.751098053
43,13346,0,0,0,0,1,5,5,1,1,7,1900,1039,3,1,0,0,0,0,1,1428,0,2007,125977.152387367
69.7719596646823,17423,1,0,0,0,0,5,8,1,1,5,1952,1240,3,1,0,0,0,0,1,1446,0,2008,171945.697372717
69.7719596646823,12665,1,0,0,0,0,5,5,1,1,6,2003,912,3,1,0,0,0,0,1,848,0,2008,129092.710903176
149,11241,1,0,0,0,0,5,5,1,1,5,1951,1248,3,1,0,0,0,0,1,1670,0,2008,157650.961000484
83,9135,1,0,0,0,0,5,5,0,1,6,1937,2223,3,1,0,0,0,0,1,630,0,2009,146842.139656406
57,3182,1,0,0,0,0,8,5,1,1,6,1954,894,3,1,0,0,0,0,1,1684,0,2007,191697.695731905
43,6000,1,0,0,0,0,6,5,2,0,6,2009,980,3,1,0,0,0,0,1,2142,0,2006,170912.241020881
74,20431,1,0,0,0,0,7,8,0,1,7,1968,686,4,1,0,0,0,0,1,1096,0,2006,143676.462662562
70,6240,1,0,0,0,0,5,5,1,0,4,1906,777,2,1,0,0,0,0,1,729,0,2009,76769.4433477115
90,8521,0,0,0,1,0,6,5,2,1,10,1997,1452,3,1,0,0,0,0,1,1744,0,2010,189409.448890249
75,8885,1,0,0,0,0,6,8,1,0,6,1960,912,3,1,0,0,0,0,1,1468,0,2009,168515.239203153
69.7719596646823,11316,1,0,0,0,0,7,5,2,0,10,2009,1860,2,1,0,0,0,0,1,2132,0,2008,257449.100946577
80,9600,1,0,0,0,0,6,5,2,1,5,1930,1157,2,1,0,0,0,0,1,1472,0,2009,177414.916027276
75,6442,0,0,0,0,1,7,5,2,1,11,1957,1686,2,1,0,0,0,0,1,1419,0,2006,175497.735400617
103,16259,1,0,0,0,0,5,5,3,0,5,1976,780,2,1,0,0,0,0,1,1824,0,2009,161211.550473072
72,17920,1,0,0,0,0,5,4,2,0,5,1946,697,2,1,0,0,0,0,1,2030,0,2009,162104.654180039
47,6768,1,0,0,0,0,3,7,2,1,6,1971,916,2,1,0,0,0,0,1,1069,0,2007,129510.97019838
32,8740,1,0,0,0,0,6,6,2,0,7,1970,861,4,1,0,0,0,0,1,2324,0,2009,194607.057415458
94,15523,0,0,0,0,1,4,5,1,0,7,2002,784,3,1,0,0,0,0,1,1301,0,2010,92591.8530285505
69.7719596646823,10400,1,0,0,0,0,4,5,2,0,7,1969,972,3,1,0,0,0,0,1,1517,0,2009,105172.857034488
61,9060,1,0,0,0,0,4,8,2,1,7,2002,1084,2,1,0,0,0,0,1,1605,0,2008,187971.524963988
60,8777,1,0,0,0,0,6,7,2,0,5,1992,1559,3,1,0,0,0,0,1,1347,0,2008,191717.977258484
79,7685,0,1,0,0,0,7,5,2,0,6,1945,270,3,1,0,0,0,0,1,2121,0,2007,176294.089669255
84,7018,1,0,0,0,0,8,5,2,0,4,1954,912,5,1,0,0,0,0,1,2291,0,2007,249363.294731081
75,16033,1,0,0,0,0,6,5,1,0,4,1963,440,3,1,0,0,0,0,1,1707,0,2009,143848.19645519
86,9017,1,0,0,0,0,5,7,1,1,9,1976,713,3,1,0,0,0,0,1,1328,0,2008,186535.209687504
69.7719596646823,8176,1,0,0,0,0,4,6,2,0,8,2004,1152,3,1,0,0,0,0,1,3222,0,2007,221218.083194597
69,10667,1,0,0,0,0,6,8,2,0,3,1969,761,2,1,0,0,0,0,1,1362,0,2007,137815.805659795
67,8400,0,0,0,1,0,9,6,3,1,5,1978,689,3,1,0,0,0,0,1,1319,0,2008,220493.589330467
69.7719596646823,10800,1,0,0,0,0,5,5,1,0,4,2004,948,3,1,0,0,0,0,1,1350,0,2007,132254.38203055
84,7264,1,0,0,0,0,5,5,2,0,6,1936,384,3,1,0,0,0,0,1,1728,0,2009,168457.680442067
69.7719596646823,3010,1,0,0,0,0,5,5,2,0,6,2004,928,4,1,0,0,0,0,1,1382,0,2009,202047.427540863
80,1680,1,0,0,0,0,6,5,1,1,7,2000,1116,3,1,0,0,0,0,1,894,0,2010,138998.013655144
74,13693,0,0,0,0,1,8,7,2,0,7,2006,676,3,1,0,0,0,0,1,1158,0,2008,172818.976283108
65,11316,1,0,0,0,0,5,7,2,0,4,1959,1763,5,1,0,0,0,1,0,1704,0,2009,146060.617634042
52,6420,1,0,0,0,0,8,5,1,1,6,1976,720,3,1,0,0,0,0,1,2060,0,2007,200485.186617126
43,10335,1,0,0,0,0,5,4,2,1,6,1963,1040,3,1,0,0,0,0,1,1236,0,2008,135373.046321415
72,17671,1,0,0,0,0,7,8,1,0,6,1988,1056,1,1,0,0,0,0,1,1358,0,2010,175635.304633493
69.7719596646823,10200,0,0,0,0,1,5,5,2,0,8,2005,715,3,1,0,0,0,0,1,2022,0,2008,152264.990366792
69.7719596646823,9020,1,0,0,0,0,9,5,1,1,6,2000,725,3,1,0,0,0,0,1,988,0,2009,214859.899707304
76,12224,1,0,0,0,0,7,6,2,0,8,2006,480,3,1,0,0,0,0,1,1236,0,2008,135990.304646513
87,7064,1,0,0,0,0,8,6,2,0,6,1977,1040,3,1,0,0,0,0,1,616,0,2008,165804.452582366
51,11075,1,0,0,0,0,5,5,1,0,5,1998,1008,3,1,0,0,0,0,1,1208,0,2008,198214.39418551
69.7719596646823,12003,1,0,0,0,0,8,5,2,0,7,1972,1150,2,1,0,0,0,1,0,2020,0,2006,247665.534361627
60,7711,0,0,1,0,0,6,5,1,0,7,2006,783,3,1,0,0,0,1,0,1644,0,2007,164403.402258206
121,11228,1,0,0,0,0,6,5,2,0,5,1996,894,2,1,0,0,0,0,1,1481,0,2006,153759.088294738
64,31770,0,0,0,0,1,8,6,2,0,10,1925,1253,2,1,0,0,0,0,1,1714,0,2009,231896.248264601
72,8546,1,0,0,0,0,8,1,2,0,5,1906,819,4,1,0,0,0,0,1,816,0,2007,151505.502879068
90,6762,1,0,0,0,0,6,5,2,1,5,2006,1073,4,1,0,0,0,0,1,1363,0,2008,144360.790655934
69.7719596646823,8737,1,0,0,0,0,5,5,2,0,6,1963,811,3,1,0,0,0,0,1,1716,0,2007,136444.957520972
69.7719596646823,8339,1,0,0,0,0,7,7,2,1,7,1962,1440,4,1,0,0,0,0,1,1383,0,2009,222361.455544282
97,9525,1,0,0,0,0,6,5,1,0,6,1965,1165,3,1,0,0,0,0,1,1638,0,2009,184072.284093558
60,9900,1,0,0,0,0,6,7,1,0,10,1930,858,3,1,0,0,0,0,1,1262,0,2006,140240.39179338
70,6970,1,0,0,0,0,6,5,1,0,6,2003,975,3,1,0,0,0,0,1,858,0,2008,156728.662301907
59,10800,1,0,0,0,0,7,5,1,0,10,2003,822,2,1,0,0,0,0,1,1422,0,2006,189378.747252622
78,11250,1,0,0,0,0,8,5,2,0,6,1958,2153,3,1,0,0,0,0,1,848,0,2006,227989.496379484
80,45600,1,0,0,0,0,10,5,2,0,6,1987,892,3,1,0,0,0,0,1,1656,0,2007,251971.274247731
69.7719596646823,12822,1,0,0,0,0,4,5,1,0,5,2005,716,2,1,0,0,0,1,0,1561,0,2006,161043.358937799
94,8410,1,0,0,0,0,7,5,2,0,5,1994,1470,3,1,0,0,0,0,1,1355,0,2007,180743.126238547
60,4923,1,0,0,0,0,5,6,1,1,6,1928,883,3,1,0,0,0,0,1,2274,0,2007,154214.19769256
116,12090,1,0,0,0,0,7,5,1,0,7,1910,783,3,1,0,0,0,0,1,1453,0,2008,147218.559798981
44,9100,1,0,0,0,0,6,6,3,0,7,1958,1517,2,1,0,0,0,0,1,1328,0,2008,196551.026133638
75,9042,0,1,0,0,0,4,8,2,1,6,1956,1040,3,1,0,0,0,0,1,1855,0,2008,163771.494093573
79,10421,0,0,0,0,1,7,5,2,1,3,1995,1216,3,1,0,0,0,0,1,1266,0,2007,183556.34886932
67,10970,1,0,0,0,0,8,7,1,0,9,1921,1518,3,1,0,0,0,0,1,1150,0,2006,203979.277312801
69.7719596646823,11988,1,0,0,0,0,7,8,1,1,5,2000,600,3,1,0,0,0,0,1,1416,0,2009,154478.30249945
78,10552,1,0,0,0,0,7,3,1,1,6,2002,853,2,1,0,0,0,1,0,2398,0,2006,221632.091412225
80,6380,1,0,0,0,0,6,5,2,1,7,1972,927,4,1,0,0,0,0,1,2090,0,2006,198936.062662473
80,4456,1,0,0,0,0,6,6,1,1,8,1986,1057,3,1,0,0,0,0,1,1728,0,2010,181370.139972639
67,11782,1,0,0,0,0,7,3,2,0,5,2003,967,3,1,0,0,0,0,1,2019,0,2007,193789.903160946
75,13000,1,0,0,0,0,8,5,2,0,7,1957,2217,3,1,0,0,0,0,1,1148,0,2006,223733.546787161
35,11900,1,0,0,0,0,7,5,2,0,5,1972,483,2,1,0,0,0,0,1,1679,0,2009,158865.488084839
69.7719596646823,10552,1,0,0,0,0,7,5,2,0,8,1956,585,3,1,0,0,0,0,1,2084,0,2009,179783.611432531
65,8068,1,0,0,0,0,5,6,2,0,7,1925,660,3,1,0,0,0,0,1,1605,0,2009,139015.199240429
85,16321,1,0,0,0,0,8,5,2,0,8,1976,1184,3,1,0,0,0,0,1,3493,0,2008,303745.702572077
40,11645,1,0,0,0,0,8,6,1,0,9,1981,612,3,1,0,0,0,0,1,904,0,2007,163173.261974892
24,4388,0,0,0,0,1,6,6,1,1,7,1984,725,4,1,0,0,0,0,1,970,0,2008,148309.299182153
69.7719596646823,13284,1,0,0,0,0,3,6,2,0,7,1918,649,3,1,0,0,0,0,1,1232,0,2008,129116.957032599
60,9150,1,0,0,0,0,5,5,3,1,5,2009,0,3,1,0,0,0,0,1,1709,0,2007,189053.106694603
63,5790,1,0,0,0,0,5,6,1,0,7,1954,1070,3,1,0,0,0,0,1,1953,0,2007,154658.745211563
24,12798,1,0,0,0,0,6,5,1,0,6,1972,319,2,1,0,0,0,1,0,1466,0,2010,94367.3005544834
21,9000,0,0,0,0,1,5,4,2,0,6,1998,907,2,1,0,0,0,0,1,2270,0,2006,187901.403321908
66,5000,1,0,0,0,0,5,8,1,0,7,2007,483,2,1,0,0,0,0,1,1098,0,2006,141907.180414475
55,1526,1,0,0,0,0,5,6,1,1,7,2005,1151,4,1,0,0,0,0,1,1368,0,2006,136911.419160506
